seed,arm,infidelity,diamond,spam,accounted_revealed_shots,revealed_circuits,total_circuits,objective,flag,seconds,error
110,fixed_fpr,0.0001538846441139,0.001553465558722,0.0020132354605055,393500,787,1918,poisson_logl,1.955126398476202,1235.3,
110,fixed_no_fpr,0.0004762430706624,0.0018053686241158,0.0035204111534695,393190,1918,1918,poisson_logl,1.7356985389123096,1110.1,
110,lm,0.0004740796017533,0.0017578016769756,0.0035139109062468,393190,1918,1918,chi2_ladder_then_mle,LM,21.7,
110,lm_mle,0.0003306894871411,0.0016601644584599,0.0035099274402141,393190,1918,1918,pure_mle,LM_MLE,18.0,
110,adaptive_D_nofpr_f005,4.041138932234234e-05,0.0008885762560519,0.003233937380165,393500,1918,1918,poisson_logl,0.5277134159617296,1851.0,
110,adaptive_D_nofpr_f010,8.096185896414032e-05,0.0014693214345866,0.0029967447417943,393500,1918,1918,poisson_logl,0.7702177618353366,2351.1,
110,adaptive_D_nofpr_f020,2.11764409899784e-05,0.0007192355013023,0.0027796299107885,393500,1918,1918,poisson_logl,5.439773464433519,3323.4,
110,adaptive_D_nofpr_f030,3.3515607973072514e-05,0.0009458748514995,0.0024317170135547,393500,1918,1918,poisson_logl,3.191672293384392,2949.2,
110,adaptive_D_nofpr_f040,8.908147966424362e-05,0.0012791851568232,0.0013913973025098,393500,1918,1918,poisson_logl,1.0336915809369982,4954.2,
110,adaptive_D_nofpr_f050,7.374416180438992e-05,0.0011279525868573,0.0052829524311251,393500,1918,1918,poisson_logl,0.2260593305152657,2363.6,
110,adaptive_D_nofpr_f060,0.0001368742425457,0.0014237225331201,0.0028986635551502,393500,1918,1918,poisson_logl,0.7534947295602503,1935.7,
110,adaptive_D_nofpr_f070,3.796481762452508e-05,0.0011308521406164,0.0026292997423389,393500,1918,1918,poisson_logl,0.537624992444245,1978.0,
