reference,gate,entanglement_infidelity,average_gate_infidelity,diamond_distance
truth,[],3.183871699730112e-06,2.122581133153408e-06,0.00016976736948875746
truth,Gxpi2:0,3.259447969694573e-05,2.1729653131297155e-05,0.0010467426015990005
truth,Gypi2:0,2.210640243915929e-05,1.4737601626106192e-05,0.0011756926267380958
truth,Gzpi2:0,6.424851626274375e-05,4.28323441751625e-05,0.0012062256122895324
ideal,[],3.1838716996190897e-06,2.122581133079393e-06,0.000169791615183686
ideal,Gxpi2:0,0.004650639463448902,0.0031004263089659347,0.01548705083843355
ideal,Gypi2:0,0.006653430391089454,0.004435620260726303,0.01935259192015981
ideal,Gzpi2:0,0.0043752459015333756,0.0029168306010222502,0.02559805009568448
