data_seed,truth_seed,method,flag,xkin,num_parameters,num_circuits,num_residuals,objective_mode,weighted_least_squares_objective,reduced_chi_square,min_probability,max_probability,num_probability_below_zero,num_probability_above_one,logl_model,logl_max,two_delta_logl,num_independent_data,num_nongauge_params,dof,n_sigma,n_sigma_less_than_1,mean_gate_entanglement_infidelity_to_truth,mean_gate_average_infidelity_to_truth,mean_spam_vector_l2_error_to_truth,mean_gate_diamond_distance_to_truth,mean_gate_entanglement_infidelity_to_ideal,mean_gate_average_infidelity_to_ideal,mean_spam_vector_l2_error_to_ideal,mean_gate_diamond_distance_to_ideal,revealed_circuits,total_circuits,accounted_revealed_shots,physical_precomputed_shots,min_shots_per_circuit,mean_shots_per_circuit,max_shots_per_circuit
102,1000,adaptive_no_fpr,1.6501781413474643,499,72,1918,3836,poisson_logl,978.2447224526826,1.0270285800028163,0.00030589704910788384,0.9996941029508923,0,0,-500009.67030178703,-499031.4255793346,1956.4894449048443,1918,13,1905,0.834172218698606,True,3.053331752464472e-05,2.035554501642981e-05,0.0027399855144778665,0.0008996070525288465,0.003920624906942838,0.0026137499379618916,0.009473550865837036,0.01515187111736538,1918,1918,963000,963000,402,502.08550573514077,8954
