stage,max_length,mean_gate_entanglement_infidelity_to_truth,mean_spam_vector_l2_error_to_truth,mean_gate_diamond_distance_to_truth
0,1,0.0013804713066455088,0.0018419785909285023,0.009874022051238524
1,2,0.0008450252283114523,0.003027361785116539,0.0077211107976169115
2,4,0.00035713952795676795,0.0017000033975476082,0.005001520629265307
3,8,0.0002939441834067247,0.0012522538236108764,0.002972955266478239
4,16,0.00020323157326343488,0.0006151287301303742,0.0016482620358519886
5,32,1.876800248554189e-05,0.0008886190665859543,0.0006473659572812167
6,64,2.9245041575448605e-05,0.0006876222111389,0.0006465527683014252
