stage,max_length,mean_gate_entanglement_infidelity_to_truth,mean_spam_vector_l2_error_to_truth,mean_gate_diamond_distance_to_truth
0,1,0.0007278162676826183,0.016910697562925858,0.03362742282989647
1,2,0.0006440090270598831,0.005470546739471654,0.010107784987167238
2,4,0.0004321097228594528,0.004846308631599236,0.006121330912809119
3,8,0.0004619714167730937,0.0025157324188775487,0.004424942372977762
4,16,0.00040231714746116753,0.0019131517347490644,0.004325704824809697
5,32,0.00016454320746581153,0.002696927775860897,0.002496905431215858
6,64,0.0002431985452555907,0.0029340115807369345,0.0014550986998367447
