iteration,nf,previous_rho,trust_region_delta,adaptive_schedule,requested_budget,scheduled_budget,shots_added,active_circuits,revealed_union_circuits,accounted_revealed_shots,total_shot_budget,remaining_shot_budget,shot_budget_exhausted,physical_precomputed_shots
0,0,,0.1,lazy_delta_inverse_square,0,0,0,1918,1918,209062,836000,626938,False,209062
1,1,46.34692288064219,0.2,lazy_delta_inverse_square,0,0,0,1918,1918,209062,836000,626938,False,209062
2,2,-2.0657447687740143,0.1,lazy_delta_inverse_square,0,0,0,1918,1918,209062,836000,626938,False,209062
3,3,-1.431164024176659,0.05,lazy_delta_inverse_square,0,0,0,1918,1918,209062,836000,626938,False,209062
4,4,0.6521860422013918,0.1,lazy_delta_inverse_square,0,0,0,1918,1918,209062,836000,626938,False,209062
5,5,-1.3189950319017232,0.05,lazy_delta_inverse_square,10000,10000,9932,1918,1918,218994,836000,617006,False,218994
6,6,0.32760460754972415,0.1,lazy_delta_inverse_square,0,0,0,1918,1918,218994,836000,617006,False,218994
7,7,-0.1366359009009124,0.05,lazy_delta_inverse_square,0,0,0,1918,1918,218994,836000,617006,False,218994
8,8,0.2640878088788277,0.1,lazy_delta_inverse_square,0,0,0,1918,1918,218994,836000,617006,False,218994
9,9,-2.038389974570368,0.05,lazy_delta_inverse_square,0,0,0,1918,1918,218994,836000,617006,False,218994
10,10,0.21730048388865367,0.1,lazy_delta_inverse_square,10000,10000,10000,1918,1918,228994,836000,607006,False,228994
11,11,-0.9208432292726858,0.05,lazy_delta_inverse_square,0,0,0,1918,1918,228994,836000,607006,False,228994
12,12,0.2512151824073786,0.1,lazy_delta_inverse_square,0,0,0,1918,1918,228994,836000,607006,False,228994
13,13,0.8361505419046968,0.05,lazy_delta_inverse_square,0,0,0,1918,1918,228994,836000,607006,False,228994
14,14,-0.5256333244093354,0.025,lazy_delta_inverse_square,0,0,0,1918,1918,228994,836000,607006,False,228994
15,15,-0.3850538870797328,0.0125,lazy_delta_inverse_square,10000,10000,9890,1918,1918,238884,836000,597116,False,238884
16,16,0.6659534032282634,0.025,lazy_delta_inverse_square,0,0,0,1918,1918,238884,836000,597116,False,238884
17,17,-5.779486087269865,0.0125,lazy_delta_inverse_square,0,0,0,1918,1918,238884,836000,597116,False,238884
18,18,-0.14100905093065644,0.00625,lazy_delta_inverse_square,0,0,0,1918,1918,238884,836000,597116,False,238884
19,19,0.8294256708169621,0.0125,lazy_delta_inverse_square,0,0,0,1918,1918,238884,836000,597116,False,238884
20,20,-9.76147365763686,0.00625,lazy_delta_inverse_square,10000,10000,10000,1918,1918,248884,836000,587116,False,248884
21,21,-0.3538740166858757,0.003125,lazy_delta_inverse_square,0,0,0,1918,1918,248884,836000,587116,False,248884
22,22,0.7271502657125397,0.00625,lazy_delta_inverse_square,0,0,0,1918,1918,248884,836000,587116,False,248884
23,23,-8.928102889006452,0.003125,lazy_delta_inverse_square,0,0,0,1918,1918,248884,836000,587116,False,248884
24,24,-0.49487016283733126,0.0015625,lazy_delta_inverse_square,0,0,0,1918,1918,248884,836000,587116,False,248884
