reference,gate,entanglement_infidelity,average_gate_infidelity,diamond_distance
truth,[],1.5141884175617903e-05,1.0094589450411936e-05,9.626774246048509e-05
truth,Gxpi2:0,1.9603503547904744e-05,1.306900236526983e-05,0.0013686602421393982
truth,Gypi2:0,3.584585292637499e-05,2.389723528424999e-05,0.0014654009743322646
truth,Gzpi2:0,1.9395945238920298e-05,1.2930630159280199e-05,0.0010381840435012878
ideal,[],1.5141884175728926e-05,1.009458945048595e-05,9.627897312392849e-05
ideal,Gxpi2:0,0.004552680105021523,0.0030351200700143486,0.01541865058435124
ideal,Gypi2:0,0.006725068093298647,0.004483378728865765,0.0192199809818549
ideal,Gzpi2:0,0.0044118303298748,0.002941220219916533,0.025774045619015553
