reference,gate,entanglement_infidelity,average_gate_infidelity,diamond_distance,eigenvalue_nonunitarity_excess,eigenvalue_diamondnorm,eigenvalue_nonunitary_diamondnorm
truth,[],1.3250123720442986e-06,8.833415813628657e-07,0.00020964740889188555,1.3143360539924487e-06,0.00015499580055185392,1.4203934045609046e-06
truth,Gxpi2:0,1.820819848308286e-05,1.2138798988721907e-05,0.0007591417249997887,8.533520334264022e-05,0.0002642078264770377,0.00013875469247390249
truth,Gypi2:0,1.3064099785853323e-05,8.709399857235548e-06,0.0006645345777017512,-4.459955955782302e-05,0.00012031043074694676,5.5347029466690234e-05
truth,Gzpi2:0,5.220151201990042e-05,3.4801008013266944e-05,0.001030302656420025,-0.00015467193400131585,0.00028681585456294135,0.00021787671784484486
ideal,[],1.3250123719332763e-06,8.833415812888509e-07,0.0002097691353499732,1.3143360539924487e-06,0.00015499580055185392,1.4203934045609046e-06
ideal,Gxpi2:0,0.004653768116603452,0.0031025120777356343,0.015580124323101595,0.00462659438390714,0.005573665166211011,0.00555826985791219
ideal,Gypi2:0,0.006424389113406037,0.004282926075604025,0.01882957785491192,0.0063825534718722765,0.012030398297809667,0.007855728729140948
ideal,Gzpi2:0,0.004283372979360545,0.002855581986240363,0.025860634137218882,0.004163659007471621,0.014695743164262153,0.004700153489537229
