seed,arm,infidelity,diamond,spam,accounted_revealed_shots,revealed_circuits,total_circuits,objective,flag,seconds,error
103,fixed_fpr,6.184529649572168e-05,0.0010953734914122,0.0022224447045379,1164000,776,1918,poisson_logl,0.24381455438612828,1042.2,
103,fixed_no_fpr,5.297944131607557e-05,0.0010080194346723,0.0011289454968583,1162308,1918,1918,poisson_logl,3.0751352970583983,865.8,
103,lm,6.594551105243429e-05,0.0011166230299791,0.0018042624265218,1164226,1918,1918,chi2_ladder_then_mle,LM,49.6,
103,lm_mle,0.0001165600884953,0.0012905841942814,0.0018378812490801,1164226,1918,1918,pure_mle,LM_MLE,27.3,
103,adaptive_D_nofpr_f010,1.2005989758673286e-05,0.000560843502043,0.0033407411663528,1164000,1918,1918,poisson_logl,1.7254432955252432,1028.9,
103,adaptive_D_nofpr_f020,2.4471575137269275e-05,0.0006688096512105,0.001992058436796,1164000,1918,1918,poisson_logl,289.89491070966386,941.1,
103,adaptive_D_nofpr_f030,2.385243964211914e-05,0.0007421427772902,0.0035171028763924,1164000,1918,1918,poisson_logl,8.058398867123072,976.5,
103,adaptive_D_nofpr_f040,7.654982633414908e-06,0.0005409735193623,0.0022588316308845,1164000,1918,1918,poisson_logl,1.961641139800676,953.7,
103,adaptive_D_nofpr_f050,7.93542454399776e-06,0.0004891966270668,0.0006058182417466,1164000,1918,1918,poisson_logl,19.983395008470428,916.7,
103,adaptive_D_nofpr_f060,5.1823226596803273e-05,0.0009498612965339,0.0016243714238355,1164000,1918,1918,poisson_logl,8.919632957743097,893.0,
103,adaptive_D_nofpr_f070,4.238852401966531e-05,0.0009347292770258,0.0022089036149361,1164000,1918,1918,poisson_logl,1.860685859508073,903.6,
103,adaptive_D_nofpr_f080,2.860723996231385e-05,0.0009243564825814,0.0005867718739717,1164000,1918,1918,poisson_logl,0.9016684582469616,872.4,
