sequence_index,iteration,nf,incumbent_index,incumbent_full_objective,mean_gate_entanglement_infidelity_to_truth,mean_gate_average_infidelity_to_truth,mean_spam_vector_l2_error_to_truth,mean_gate_diamond_distance_to_truth
0,0,0,0,82472.20528189198,0.002273422622213639,0.0015156150814757592,0.0069771033542395085,0.015113464757287321
1,1,1,1,13128.939934223534,0.006953296987628116,0.00463553132508541,0.007037022968769159,0.03464632603092553
2,2,2,1,13128.939934223534,0.006953296987628116,0.00463553132508541,0.007037022968769159,0.03464632603092553
3,3,3,1,13128.939934223534,0.006953296987628116,0.00463553132508541,0.007037022968769159,0.03464632603092553
4,4,4,4,5835.10404332319,0.003630352494597755,0.002420234996398503,0.024506695615885962,0.02310888600914373
5,5,5,4,5835.10404332319,0.003630352494597755,0.002420234996398503,0.024506695615885962,0.02310888600914373
6,6,6,4,6175.506255068575,0.003630352494597755,0.002420234996398503,0.024506695615885962,0.02310888600914373
7,7,7,7,3199.9964937709524,0.0012042092188067066,0.0008028061458711379,0.006787434808921398,0.012002388809166618
8,8,8,7,3199.9964937709524,0.0012042092188067066,0.0008028061458711379,0.006787434808921398,0.012002388809166618
9,9,9,9,2069.9291913841303,0.00081368369810636,0.0005424557987375733,0.0054462619288894445,0.006300510675164045
10,10,10,10,1147.2091669040046,0.00027367304091124867,0.00018244869394083244,0.0036816470273280093,0.0033857140479799878
11,11,11,10,1166.3944847204489,0.00027367304091124867,0.00018244869394083244,0.0036816470273280093,0.0033857140479799878
12,12,12,12,1098.3028278213383,0.00022545866308426588,0.00015030577538951057,0.004107589093788007,0.0021193422752814922
13,13,13,12,1098.3028278213383,0.00022545866308426588,0.00015030577538951057,0.004107589093788007,0.0021193422752814922
14,14,14,14,1057.103304703262,0.0002072468138394623,0.00013816454255964153,0.0036107372504737847,0.0017515912740201148
15,15,15,14,1057.103304703262,0.0002072468138394623,0.00013816454255964153,0.0036107372504737847,0.0017515912740201148
16,16,16,14,1066.431308619568,0.0002072468138394623,0.00013816454255964153,0.0036107372504737847,0.0017515912740201148
17,17,17,17,961.9232983440229,0.00011419595465114729,7.61306364340982e-05,0.003627591439161517,0.0014086306792444163
18,18,18,17,961.9232983440229,0.00011419595465114729,7.61306364340982e-05,0.003627591439161517,0.0014086306792444163
19,19,19,19,955.8368060523111,0.00010965230976209273,7.310153984139515e-05,0.003470972959670644,0.0014634212695352864
20,20,20,19,955.8368060523111,0.00010965230976209273,7.310153984139515e-05,0.003470972959670644,0.0014634212695352864
21,21,21,19,959.0627295873701,0.00010965230976209273,7.310153984139515e-05,0.003470972959670644,0.0014634212695352864
