stage,max_length,mean_gate_entanglement_infidelity_to_truth,mean_spam_vector_l2_error_to_truth,mean_gate_diamond_distance_to_truth
0,1,0.0018873920490968532,0.007651602546087671,0.01866572096772231
1,2,0.0007100593439939573,0.0038153194172762315,0.00534083278957749
2,4,0.0006159965419785529,0.0031706935214679474,0.004367281365035239
3,8,0.0007090956463785547,0.002949399119652829,0.0038988531042326467
4,16,0.00011717592375584673,0.001911930145405526,0.0017129323829959307
5,32,2.913857457328972e-05,0.001952422231606886,0.0008079011622077269
6,64,1.838657982036751e-05,0.0014125780204904857,0.0005166886233434202
