data_seed,truth_seed,method,flag,xkin,num_parameters,num_circuits,num_residuals,objective_mode,weighted_least_squares_objective,reduced_chi_square,min_probability,max_probability,num_probability_below_zero,num_probability_above_one,logl_model,logl_max,two_delta_logl,num_independent_data,num_nongauge_params,dof,n_sigma,n_sigma_less_than_1,mean_gate_entanglement_infidelity_to_truth,mean_gate_average_infidelity_to_truth,mean_spam_vector_l2_error_to_truth,mean_gate_diamond_distance_to_truth,mean_gate_entanglement_infidelity_to_ideal,mean_gate_average_infidelity_to_ideal,mean_spam_vector_l2_error_to_ideal,mean_gate_diamond_distance_to_ideal,revealed_circuits,total_circuits,accounted_revealed_shots,physical_precomputed_shots,min_shots_per_circuit,mean_shots_per_circuit,max_shots_per_circuit
103,1000,adaptive_no_fpr,0.5191520563802409,499,72,1918,3836,poisson_logl,936.519172293779,0.9832222281299516,0.0004161842779327185,0.9995838157220676,0,0,-431442.66947780235,-430506.15030550875,1873.0383445871994,1918,13,1905,-0.5178056407142932,True,1.4384472907080781e-05,9.58964860472052e-06,0.0010387763869188326,0.0007404123830596188,0.0038580508178427397,0.0025720338785618266,0.007612350928994736,0.01526307723124786,1918,1918,836000,836000,262,435.8706986444213,11297
