data_seed,truth_seed,method,flag,xkin,num_parameters,num_circuits,num_residuals,objective_mode,weighted_least_squares_objective,reduced_chi_square,min_probability,max_probability,num_probability_below_zero,num_probability_above_one,logl_model,logl_max,two_delta_logl,num_independent_data,num_nongauge_params,dof,n_sigma,n_sigma_less_than_1,mean_gate_entanglement_infidelity_to_truth,mean_gate_average_infidelity_to_truth,mean_spam_vector_l2_error_to_truth,mean_spam_tracedist_to_truth,mean_gate_eigenvalue_nonunitarity_excess_to_truth,mean_gate_eigenvalue_diamondnorm_to_truth,mean_gate_eigenvalue_nonunitary_diamondnorm_to_truth,mean_gate_diamond_distance_to_truth,mean_gate_entanglement_infidelity_to_ideal,mean_gate_average_infidelity_to_ideal,mean_spam_vector_l2_error_to_ideal,mean_spam_tracedist_to_ideal,mean_gate_eigenvalue_nonunitarity_excess_to_ideal,mean_gate_eigenvalue_diamondnorm_to_ideal,mean_gate_eigenvalue_nonunitary_diamondnorm_to_ideal,mean_gate_diamond_distance_to_ideal,revealed_circuits,total_circuits,accounted_revealed_shots,physical_precomputed_shots,min_shots_per_circuit,mean_shots_per_circuit,max_shots_per_circuit
105,1000,fixed_no_fpr,2.538346102313484,599,72,1918,3836,poisson_logl,947.237274963308,0.9944748293578036,0.0004427594720590178,0.9995572405279411,0,0,-992968.826405484,-992021.589130521,1894.474549925886,1918,13,1905,-0.1705211244236768,True,5.907037963859274e-05,3.938025309239516e-05,0.0017153564801805719,0.0010620916448986913,-1.2233409449634303e-05,0.00013090823214470157,7.39945248534532e-05,0.0008589263951430763,0.0027309518973617497,0.0018206345982411665,0.008292812924208625,0.00569994229262316,0.002686390574571408,0.006799694157446971,0.003220657370566926,0.013846948206234397,1918,1918,1918000,1918000,1000,1000.0,1000
