seed,arm,infidelity,diamond,spam,accounted_revealed_shots,revealed_circuits,total_circuits,objective,flag,seconds,error
101,fixed_fpr,1.7970947138151727e-05,0.000643482763744,0.0010177433675165,5004000,834,1918,poisson_logl,8.842963171262037,1190.5,
101,fixed_no_fpr,6.160394332488384e-06,0.0003637164518625,0.0012564884842567,5002144,1918,1918,poisson_logl,2.378392621291111,1188.2,
101,lm,9.382060689261396e-06,0.0004010156980783,0.0011335126000033,5004062,1918,1918,chi2_ladder_then_mle,LM,46.0,
101,lm_mle,9.981720157231644e-06,0.0004110998163718,0.0011364309734752,5004062,1918,1918,pure_mle,LM_MLE,26.7,
101,adaptive_D_nofpr_f010,3.137292526239621e-06,0.0003088613811688,0.0006473267821074,5004000,1918,1918,poisson_logl,2.576076331715167,1791.4,
101,adaptive_D_nofpr_f020,6.050290556447457e-06,0.0002920998670776,0.0014458523231075,5004000,1918,1918,poisson_logl,1.390043020864678,1883.3,
101,adaptive_D_nofpr_f030,4.660419165386509e-06,0.0002705110276219,0.0011736286144818,5004000,1918,1918,poisson_logl,1.211090983278927,2798.7,
101,adaptive_D_nofpr_f040,1.3994333501438083e-05,0.0004535300435431,0.0017694060638793,5004000,1918,1918,poisson_logl,1.4644121415195337,1862.6,
101,adaptive_D_nofpr_f050,4.0630310548794846e-06,0.0002891936403349,0.0007819698489929,5004000,1918,1918,poisson_logl,6.224002549540791,1894.6,
101,adaptive_D_nofpr_f060,2.050207185322339e-05,0.0006777487339364,0.0012391623475099,5004000,1918,1918,poisson_logl,2.2221797637747187,1825.5,
101,adaptive_D_nofpr_f070,4.717689237598854e-06,0.000365643448065,0.0009913822083766,5004000,1918,1918,poisson_logl,10.949990364717324,1725.0,
101,adaptive_D_nofpr_f080,2.8741632544626583e-05,0.0005270907046412,0.0011352117075008,5004000,1918,1918,poisson_logl,6.136153972190136,1717.3,
