reference,member_type,member,vector_l2_error
truth,prep,rho0,0.002311119869656482
truth,povm_effect,Mdefault:0,0.0017832467791255018
truth,povm_effect,Mdefault:1,0.0017813251377799886
ideal,prep,rho0,0.009134728523071685
ideal,povm_effect,Mdefault:0,0.006045153842139705
ideal,povm_effect,Mdefault:1,0.006047195645100922
