stage,max_length,mean_gate_entanglement_infidelity_to_truth,mean_spam_vector_l2_error_to_truth,mean_gate_diamond_distance_to_truth
0,1,0.0015782432156159487,0.004976364877015692,0.01503605024586969
1,2,0.0016560801299666528,0.004866395808434633,0.012750867567415489
2,4,0.0009627446048300348,0.003465860316258713,0.008620088877619083
3,8,0.0011146654569856584,0.0021749090000163563,0.006377675512281789
4,16,0.00037584244875366046,0.0021643490718322857,0.004105518313077455
5,32,0.0002348946147820441,0.0014197645645778422,0.0024149732762160075
6,64,4.4356849940807574e-05,0.0012681659455271396,0.0011384030806028352
