reference,gate,entanglement_infidelity,average_gate_infidelity,diamond_distance
truth,[],4.316473926302411e-05,2.8776492842016072e-05,0.0004316956507216015
truth,Gxpi2:0,3.819974933572112e-05,2.5466499557147415e-05,0.0013058422667240927
truth,Gypi2:0,3.573859958005965e-05,2.38257330533731e-05,0.0013602214133627338
truth,Gzpi2:0,6.0324311584425416e-05,4.021620772295028e-05,0.0014558529916029127
