stage,max_length,mean_gate_entanglement_infidelity_to_truth,mean_spam_vector_l2_error_to_truth,mean_gate_diamond_distance_to_truth
0,1,0.0019765758392964183,0.00721603142077609,0.020368525936231924
1,2,0.0012142228355464801,0.006252523515999962,0.013245828861598037
2,4,0.001145504021388577,0.005596183716650956,0.010368791795452467
3,8,0.0014380674851576236,0.0024917830181784653,0.006226848311453459
4,16,0.0011477697904730688,0.004151253650011698,0.00664547205656825
5,32,0.0005367539399322163,0.0034420985987939474,0.0037614367016357547
6,64,0.00011676056832146675,0.003354724227944935,0.002017872938225976
