stage,max_length,mean_gate_entanglement_infidelity_to_truth,mean_spam_vector_l2_error_to_truth,mean_gate_diamond_distance_to_truth
0,1,0.0014750962034188186,0.0029953844555230045,0.010027953129584172
1,2,0.0011875094863693092,0.0036293122010938716,0.009589951513244365
2,4,0.0011397977953940819,0.0037635904304211764,0.008573176476900927
3,8,0.00067215347063726,0.003805059260128668,0.006318555038419084
4,16,0.00023466705964830803,0.000987890216079548,0.00471705976158545
5,32,0.00022572386354410834,0.0015171554928968222,0.0022807430372067472
6,64,0.0001184009201606051,0.0013310895487986072,0.0015904789055185575
