iteration,nf,previous_rho,trust_region_delta,adaptive_schedule,requested_budget,scheduled_budget,shots_added,active_circuits,revealed_union_circuits,accounted_revealed_shots,total_shot_budget,remaining_shot_budget,shot_budget_exhausted,physical_precomputed_shots
0,0,,0.1,lazy_delta_inverse_square,0,0,0,1918,1918,333732,836000,502268,False,333732
1,1,40.69837009057718,0.2,lazy_delta_inverse_square,0,0,0,1918,1918,333732,836000,502268,False,333732
2,2,-1.3141287130557249,0.1,lazy_delta_inverse_square,0,0,0,1918,1918,333732,836000,502268,False,333732
3,3,-0.5511881424034245,0.05,lazy_delta_inverse_square,0,0,0,1918,1918,333732,836000,502268,False,333732
4,4,0.7517693518710352,0.1,lazy_delta_inverse_square,0,0,0,1918,1918,333732,836000,502268,False,333732
5,5,-4.451591381958941,0.05,lazy_delta_inverse_square,10000,10000,10000,1918,1918,343732,836000,492268,False,343732
6,6,-0.9528814003795967,0.025,lazy_delta_inverse_square,0,0,0,1918,1918,343732,836000,492268,False,343732
7,7,0.727804070636664,0.05,lazy_delta_inverse_square,0,0,0,1918,1918,343732,836000,492268,False,343732
8,8,-1.01356091114978,0.025,lazy_delta_inverse_square,0,0,0,1918,1918,343732,836000,492268,False,343732
9,9,0.6963010614290525,0.05,lazy_delta_inverse_square,0,0,0,1918,1918,343732,836000,492268,False,343732
10,10,-0.17298005368615424,0.025,lazy_delta_inverse_square,10000,10000,10000,1918,1918,353732,836000,482268,False,353732
11,11,0.0006210492809636746,0.0125,lazy_delta_inverse_square,0,0,0,1918,1918,353732,836000,482268,False,353732
12,12,0.9237509231859876,0.025,lazy_delta_inverse_square,0,0,0,1918,1918,353732,836000,482268,False,353732
13,13,-6.989528522513062,0.0125,lazy_delta_inverse_square,0,0,0,1918,1918,353732,836000,482268,False,353732
14,14,-1.371343808983635,0.00625,lazy_delta_inverse_square,0,0,0,1918,1918,353732,836000,482268,False,353732
15,15,0.6617978960564019,0.0125,lazy_delta_inverse_square,10000,10000,10000,1918,1918,363732,836000,472268,False,363732
16,16,-5.4429371545583285,0.00625,lazy_delta_inverse_square,0,0,0,1918,1918,363732,836000,472268,False,363732
17,17,-0.11450455948532615,0.003125,lazy_delta_inverse_square,0,0,0,1918,1918,363732,836000,472268,False,363732
18,18,0.7725300877927607,0.00625,lazy_delta_inverse_square,0,0,0,1918,1918,363732,836000,472268,False,363732
19,19,-4.299172007845415,0.003125,lazy_delta_inverse_square,0,0,0,1918,1918,363732,836000,472268,False,363732
20,20,-0.23546158741753215,0.0015625,lazy_delta_inverse_square,10000,10000,10000,1918,1918,373732,836000,462268,False,373732
21,21,0.6720429549845376,0.003125,lazy_delta_inverse_square,0,0,0,1918,1918,373732,836000,462268,False,373732
22,22,-0.6162173578595733,0.0015625,lazy_delta_inverse_square,0,0,0,1918,1918,373732,836000,462268,False,373732
23,23,0.2977662315605982,0.003125,lazy_delta_inverse_square,0,0,0,1918,1918,373732,836000,462268,False,373732
24,24,-4.287161169983079,0.0015625,lazy_delta_inverse_square,0,0,0,1918,1918,373732,836000,462268,False,373732
25,25,-0.9464065450923552,0.00078125,lazy_delta_inverse_square,10000,10000,10000,1918,1918,383732,836000,452268,False,383732
26,26,0.6439517950793504,0.0015625,lazy_delta_inverse_square,0,0,0,1918,1918,383732,836000,452268,False,383732
27,27,-1.936583367292439,0.00078125,lazy_delta_inverse_square,0,0,0,1918,1918,383732,836000,452268,False,383732
28,28,-0.23006923535444845,0.000390625,lazy_delta_inverse_square,0,0,0,1918,1918,383732,836000,452268,False,383732
29,29,0.48428833736139903,0.00078125,lazy_delta_inverse_square,0,0,0,1918,1918,383732,836000,452268,False,383732
30,30,-0.21072258368873606,0.000390625,lazy_delta_inverse_square,10000,10000,10000,1918,1918,393732,836000,442268,False,393732
31,31,0.8373764122297732,0.00078125,lazy_delta_inverse_square,0,0,0,1918,1918,393732,836000,442268,False,393732
32,32,-0.26975312110949157,0.000390625,lazy_delta_inverse_square,0,0,0,1918,1918,393732,836000,442268,False,393732
33,33,0.5933203994019417,0.00078125,lazy_delta_inverse_square,0,0,0,1918,1918,393732,836000,442268,False,393732
34,34,-0.8888773364784859,0.000390625,lazy_delta_inverse_square,0,0,0,1918,1918,393732,836000,442268,False,393732
35,35,0.12988854772544134,0.00078125,lazy_delta_inverse_square,10000,10000,10000,1918,1918,403732,836000,432268,False,403732
36,36,0.41327417505320485,0.0015625,lazy_delta_inverse_square,0,0,0,1918,1918,403732,836000,432268,False,403732
37,37,-0.8047346288921906,0.00078125,lazy_delta_inverse_square,0,0,0,1918,1918,403732,836000,432268,False,403732
38,38,0.3662192502757416,0.0015625,lazy_delta_inverse_square,0,0,0,1918,1918,403732,836000,432268,False,403732
39,39,-2.2859935364938866,0.00078125,lazy_delta_inverse_square,0,0,0,1918,1918,403732,836000,432268,False,403732
40,40,-0.3078729685631194,0.000390625,lazy_delta_inverse_square,10000,10000,10000,1918,1918,413732,836000,422268,False,413732
41,41,0.8924916026264403,0.00078125,lazy_delta_inverse_square,0,0,0,1918,1918,413732,836000,422268,False,413732
42,42,0.20423542918138418,0.0015625,lazy_delta_inverse_square,0,0,0,1918,1918,413732,836000,422268,False,413732
43,43,-2.3510189945218145,0.00078125,lazy_delta_inverse_square,0,0,0,1918,1918,413732,836000,422268,False,413732
44,44,-0.06817747094913874,0.000390625,lazy_delta_inverse_square,0,0,0,1918,1918,413732,836000,422268,False,413732
45,45,0.6022364080993997,0.00078125,lazy_delta_inverse_square,10000,10000,10000,1918,1918,423732,836000,412268,False,423732
46,46,0.46659257604652327,0.0015625,lazy_delta_inverse_square,0,0,0,1918,1918,423732,836000,412268,False,423732
47,47,-0.7980969415821676,0.00078125,lazy_delta_inverse_square,0,0,0,1918,1918,423732,836000,412268,False,423732
48,48,0.3306332369957699,0.0015625,lazy_delta_inverse_square,0,0,0,1918,1918,423732,836000,412268,False,423732
49,49,-1.6166825567016077,0.00078125,lazy_delta_inverse_square,0,0,0,1918,1918,423732,836000,412268,False,423732
