iteration,nf,previous_rho,trust_region_delta,adaptive_schedule,requested_budget,scheduled_budget,shots_added,active_circuits,revealed_union_circuits,accounted_revealed_shots,total_shot_budget,remaining_shot_budget,shot_budget_exhausted,physical_precomputed_shots
0,0,,0.1,lazy_delta_inverse_square,0,0,0,1918,1918,245504,819000,573496,False,245504
1,1,24.415164033336907,0.2,lazy_delta_inverse_square,0,0,0,1918,1918,245504,819000,573496,False,245504
2,2,-0.43027326846961444,0.1,lazy_delta_inverse_square,0,0,0,1918,1918,245504,819000,573496,False,245504
3,3,0.6390066234692489,0.2,lazy_delta_inverse_square,0,0,0,1918,1918,245504,819000,573496,False,245504
4,4,-1.809640057820961,0.1,lazy_delta_inverse_square,0,0,0,1918,1918,245504,819000,573496,False,245504
5,5,-0.5401012724316312,0.05,lazy_delta_inverse_square,10000,10000,10000,1918,1918,255504,819000,563496,False,255504
6,6,0.42635843646784843,0.1,lazy_delta_inverse_square,0,0,0,1918,1918,255504,819000,563496,False,255504
7,7,-0.4684512636171455,0.05,lazy_delta_inverse_square,0,0,0,1918,1918,255504,819000,563496,False,255504
8,8,0.45980074676252075,0.1,lazy_delta_inverse_square,0,0,0,1918,1918,255504,819000,563496,False,255504
9,9,-1.9735782186665716,0.05,lazy_delta_inverse_square,0,0,0,1918,1918,255504,819000,563496,False,255504
10,10,-0.8479082647176425,0.025,lazy_delta_inverse_square,10000,10000,10000,1918,1918,265504,819000,553496,False,265504
11,11,0.5647347630726114,0.05,lazy_delta_inverse_square,0,0,0,1918,1918,265504,819000,553496,False,265504
12,12,-0.04960835730468463,0.025,lazy_delta_inverse_square,0,0,0,1918,1918,265504,819000,553496,False,265504
13,13,0.695734037547953,0.05,lazy_delta_inverse_square,0,0,0,1918,1918,265504,819000,553496,False,265504
14,14,-0.44534790217075904,0.025,lazy_delta_inverse_square,0,0,0,1918,1918,265504,819000,553496,False,265504
15,15,0.5554447488151613,0.05,lazy_delta_inverse_square,10000,10000,10000,1918,1918,275504,819000,543496,False,275504
16,16,-1.3213240232984984,0.025,lazy_delta_inverse_square,0,0,0,1918,1918,275504,819000,543496,False,275504
17,17,0.3588987562759043,0.05,lazy_delta_inverse_square,0,0,0,1918,1918,275504,819000,543496,False,275504
18,18,-0.4135025634431858,0.025,lazy_delta_inverse_square,0,0,0,1918,1918,275504,819000,543496,False,275504
19,19,0.6122411249957171,0.05,lazy_delta_inverse_square,0,0,0,1918,1918,275504,819000,543496,False,275504
20,20,-4.029798030949392,0.025,lazy_delta_inverse_square,10000,10000,10000,1918,1918,285504,819000,533496,False,285504
21,21,-0.0876947344304754,0.0125,lazy_delta_inverse_square,0,0,0,1918,1918,285504,819000,533496,False,285504
22,22,0.8564500822668563,0.025,lazy_delta_inverse_square,0,0,0,1918,1918,285504,819000,533496,False,285504
23,23,-14.449890555557454,0.0125,lazy_delta_inverse_square,0,0,0,1918,1918,285504,819000,533496,False,285504
24,24,-3.0277863729229098,0.00625,lazy_delta_inverse_square,0,0,0,1918,1918,285504,819000,533496,False,285504
25,25,0.5879940709443501,0.0125,lazy_delta_inverse_square,10000,10000,10000,1918,1918,295504,819000,523496,False,295504
