stage,max_length,mean_gate_entanglement_infidelity_to_truth,mean_spam_vector_l2_error_to_truth,mean_gate_diamond_distance_to_truth
0,1,0.00032820778411388196,0.009367044918981323,0.020175468239646503
1,2,0.0008744028132702808,0.005502183120023974,0.0096993347267099
2,4,0.0010070344616373017,0.0027104886160956177,0.00721698620702828
3,8,0.0006608844961030202,0.0013870058826912675,0.0056713319103225916
4,16,7.666694967012333e-05,0.0025730430527998813,0.0028929091674157223
5,32,2.2578875252532438e-05,0.0013340704704829,0.0014030875132001917
6,64,2.0268027984882142e-05,0.0011544591485053936,0.0008149425648695834
