sequence_index,iteration,nf,incumbent_index,incumbent_full_objective,mean_gate_entanglement_infidelity_to_truth,mean_gate_average_infidelity_to_truth,mean_spam_vector_l2_error_to_truth,mean_spam_tracedist_to_truth,mean_gate_eigenvalue_nonunitarity_excess_to_truth,mean_gate_eigenvalue_diamondnorm_to_truth,mean_gate_eigenvalue_nonunitary_diamondnorm_to_truth,mean_gate_diamond_distance_to_truth
0,0,0,0,273040.69185366767,0.00227342297002206,0.00151561531334804,0.00697710335423951,0.004937894532976495,-0.003850330725303469,0.008134373632380773,0.004513942584111835,0.015113464757287046
1,1,1,1,46678.02276905067,0.007914544056942946,0.005276362704628631,0.008091688838995746,0.006064115924251916,0.014668605533920659,0.019683656049455427,0.018268748318772517,0.0374426258555557
2,2,2,1,46678.02276905067,0.007914544056942946,0.005276362704628631,0.008091688838995746,0.006064115924251916,0.014668605533920659,0.019683656049455427,0.018268748318772517,0.0374426258555557
3,3,3,1,46678.02276905067,0.007914544056942946,0.005276362704628631,0.008091688838995746,0.006064115924251916,0.014668605533920659,0.019683656049455427,0.018268748318772517,0.0374426258555557
4,4,4,4,15722.382922052962,0.003198387743314851,0.002132258495543234,0.02010591914296656,0.015232759484552254,0.0035400858891317458,0.011568592167757828,0.005317879092888361,0.024067828705519226
5,5,5,4,15722.382922052962,0.003198387743314851,0.002132258495543234,0.02010591914296656,0.015232759484552254,0.0035400858891317458,0.011568592167757828,0.005317879092888361,0.024067828705519226
6,6,6,4,15722.382922052962,0.003198387743314851,0.002132258495543234,0.02010591914296656,0.015232759484552254,0.0035400858891317458,0.011568592167757828,0.005317879092888361,0.024067828705519226
7,7,7,7,8782.949331932761,0.0016000778002135119,0.0010667185334756746,0.0058507154417371,0.004757528898242541,0.0034862584319401077,0.005723784123515863,0.004724338469372806,0.011181278232894689
8,8,8,8,4134.787404695493,0.0011135194073865207,0.0007423462715910137,0.0030429866349454826,0.00227252996691211,0.001969533534655857,0.003385745921622119,0.0026203288855702264,0.006403863400340657
9,9,9,9,1471.3918018775105,0.00034532139596563094,0.00023021426397708727,0.0013610768016232451,0.0009076632981971248,0.00046822405988386495,0.0009397911256911061,0.0006980265167714009,0.002172517083761003
10,10,10,10,1116.804311283272,0.00016701630431001369,0.00011134420287334246,0.001591130461946886,0.0010940491610791053,0.00019092973746713537,0.00041745721024716845,0.00032274339863611057,0.001264009097968002
11,11,11,10,1116.804311283272,0.00016701630431001369,0.00011134420287334246,0.001591130461946886,0.0010940491610791053,0.00019092973746713537,0.00041745721024716845,0.00032274339863611057,0.001264009097968002
12,12,12,12,1010.7572964272953,8.50344377870127e-05,5.66896251913418e-05,0.0014742653403894974,0.000981881211633995,5.751030212667457e-05,0.00032351236240147914,0.00021524960489803513,0.0010619413272729096
13,13,13,13,974.874607805963,4.8567283812084305e-05,3.2378189208056206e-05,0.001437766640805318,0.0009326195275907145,2.3762603965984952e-05,0.00024987258657209704,0.00015932763857896826,0.0009617004112162269
14,14,14,13,974.874607805963,4.8567283812084305e-05,3.2378189208056206e-05,0.001437766640805318,0.0009326195275907145,2.3762603965984952e-05,0.00024987258657209704,0.00015932763857896826,0.0009617004112162269
15,15,15,13,974.874607805963,4.8567283812084305e-05,3.2378189208056206e-05,0.001437766640805318,0.0009326195275907145,2.3762603965984952e-05,0.00024987258657209704,0.00015932763857896826,0.0009617004112162269
16,16,16,16,966.7105536226279,3.504802932111084e-05,2.3365352880740563e-05,0.00142991213637967,0.0009308846147758057,1.2747585524955363e-05,0.000248381523369083,0.00013779388920660135,0.0009364085019720889
17,17,17,16,966.7105536226279,3.504802932111084e-05,2.3365352880740563e-05,0.00142991213637967,0.0009308846147758057,1.2747585524955363e-05,0.000248381523369083,0.00013779388920660135,0.0009364085019720889
18,18,18,18,966.3761404449244,3.36958369915874e-05,2.2463891327724934e-05,0.001425214333843906,0.0009265904643016366,5.099942260312906e-06,0.0002464165191775245,0.0001383753760610812,0.0009405434893633598
19,19,19,18,966.3761404449244,3.36958369915874e-05,2.2463891327724934e-05,0.001425214333843906,0.0009265904643016366,5.099942260312906e-06,0.0002464165191775245,0.0001383753760610812,0.0009405434893633598
20,20,20,18,966.3761404449244,3.36958369915874e-05,2.2463891327724934e-05,0.001425214333843906,0.0009265904643016366,5.099942260312906e-06,0.0002464165191775245,0.0001383753760610812,0.0009405434893633598
