stage,max_length,mean_gate_entanglement_infidelity_to_truth,mean_spam_vector_l2_error_to_truth,mean_gate_diamond_distance_to_truth
0,1,0.0009964831780208683,0.0052930869805822706,0.011228821055914363
1,2,0.0007326042147151879,0.003347974822539223,0.006276269663722234
2,4,0.0005274406753494332,0.001753474600008996,0.005050354719922936
3,8,3.0569741912012116e-05,0.002220560277378929,0.002202608493305884
4,16,-7.730418239149106e-06,0.002384776736099599,0.0018865856031680347
5,32,0.00015548508452126186,0.001377208885832244,0.0014811682577826257
6,64,-2.131434260460585e-05,0.0009804491688478174,0.0008848222405415326
