reference,member_type,member,vector_l2_error,tracedist
truth,prep,rho0,0.001979056448115601,0.0013994041513731262
truth,povm,Mdefault,,0.0006913595735938189
truth,povm_effect,Mdefault:0,0.0009893915014544874,
truth,povm_effect,Mdefault:1,0.0009892506117262284,
