reference,gate,entanglement_infidelity,average_gate_infidelity,diamond_distance
truth,[],9.961113436429692e-06,6.640742290953128e-06,9.538435834156891e-05
truth,Gxpi2:0,7.203651732179406e-05,4.8024344881196036e-05,0.0009943463833569153
truth,Gypi2:0,2.481180278979256e-05,1.6541201859861705e-05,0.0010906257167498006
truth,Gzpi2:0,5.513057119355125e-05,3.6753714129034165e-05,0.0009384389771829099
ideal,[],9.961113436429692e-06,6.640742290953128e-06,9.541076585558287e-05
ideal,Gxpi2:0,0.004629525272880519,0.0030863501819203463,0.01528787946375141
ideal,Gypi2:0,0.0064177666593951965,0.004278511106263465,0.0189291628540194
ideal,Gzpi2:0,0.004343854846440065,0.002895903230960043,0.025908942016837248
