reference,gate,entanglement_infidelity,average_gate_infidelity,diamond_distance
truth,[],5.529337326226624e-06,3.6862248841510827e-06,0.0001652195600774544
truth,Gxpi2:0,2.3145670813407015e-05,1.543044720893801e-05,0.0009314817874109091
truth,Gypi2:0,1.559135479001217e-05,1.039423652667478e-05,0.0011362064561050574
truth,Gzpi2:0,2.4119065816563534e-05,1.6079377211042356e-05,0.0010181051783585801
ideal,[],5.529337326226624e-06,3.6862248841510827e-06,0.00016533664442463315
ideal,Gxpi2:0,0.004663352964739964,0.0031089019764933092,0.015772230520872753
ideal,Gypi2:0,0.006544509158015299,0.0043630061053435325,0.01888026394049536
ideal,Gzpi2:0,0.004580147498845388,0.0030534316658969254,0.02629499173261382
