stage,max_length,mean_gate_entanglement_infidelity_to_truth,mean_spam_vector_l2_error_to_truth,mean_gate_diamond_distance_to_truth
0,1,0.002871623005868157,0.010277680621580578,0.02036662115797752
1,2,0.0012785666879682744,0.007982113543018641,0.01686638852599712
2,4,0.0012630571763709297,0.005173627859701599,0.011041245283291156
3,8,0.0005827271262417721,0.004445727443301072,0.006568991817230741
4,16,0.0004758507942068113,0.0048979193783966635,0.004593646954128154
5,32,0.00026195881072385574,0.0031767328155823064,0.0025166885566484877
6,64,0.00012529222553533947,0.0032580549368468,0.0016547508575306524
