seed,arm,infidelity,diamond,spam,accounted_revealed_shots,revealed_circuits,total_circuits,objective,flag,seconds,error
104,adaptive_D_nofpr_f005,0.0001082441828003,0.0014422776752958,0.0031192187324662,191800,1918,1918,poisson_logl,0.1198577189187448,5075.6,
104,adaptive_D_nofpr_f010,1.0074586314634535e-05,0.0011628801499841,0.0033373448164162,191800,1918,1918,poisson_logl,11.463929213904322,2043.3,
104,adaptive_D_nofpr_f020,1.6571265988196693e-05,0.0012016667158628,0.003380787053914,191800,1918,1918,poisson_logl,37.26616818297188,2279.6,
104,adaptive_D_nofpr_f030,-9.91207523359794e-06,0.0011111093037712,0.0044709403164226,191800,1918,1918,poisson_logl,127.4611780176532,1576.4,
104,adaptive_D_nofpr_f040,0.0001107454908179,0.0018910813033659,0.005324192419222,191800,1918,1918,poisson_logl,39.571339155777046,1445.8,
104,adaptive_D_nofpr_f050,1.6192580177043503e-05,0.0015747420775208,0.0054496518193512,191800,1918,1918,poisson_logl,40.10161299884046,1663.7,
104,adaptive_D_nofpr_f060,-2.187105721163096e-05,0.0012742417808054,0.0058978695015578,191800,1918,1918,poisson_logl,17.115790124805763,1713.8,
104,adaptive_D_nofpr_f070,2.5304261181996468e-05,0.0013901487480574,0.0050205164618412,191800,1918,1918,poisson_logl,21.973522888927413,1552.9,
104,fixed_no_fpr,8.651166222339857e-05,0.0022130706037637,0.0049678261870617,191800,1918,1918,poisson_logl,3.901183956317447,3782.8,
104,lm,0.0001249820053914,0.0023083676413872,0.0050590123197244,191800,1918,1918,chi2_ladder_then_mle,LM,90.2,
104,lm_mle,0.0001265463825036,0.0023098072850995,0.0050721366799621,191800,1918,1918,pure_mle,LM_MLE,76.2,
