reference,member_type,member,vector_l2_error,tracedist
truth,prep,rho0,0.004328600032115242,0.0030607813652268005
truth,povm,Mdefault,,0.004637706687496943
truth,povm_effect,Mdefault:0,0.006568924383155564,
truth,povm_effect,Mdefault:1,0.006568834651966084,
ideal,prep,rho0,0.008612768304426349,0.006090113613644026
ideal,povm,Mdefault,,0.0069410551487825625
ideal,povm_effect,Mdefault:0,0.009835899469931117,
ideal,povm_effect,Mdefault:1,0.009847451494969676,
