iteration,nf,previous_rho,trust_region_delta,adaptive_schedule,requested_budget,scheduled_budget,shots_added,active_circuits,revealed_union_circuits,accounted_revealed_shots,total_shot_budget,remaining_shot_budget,shot_budget_exhausted,physical_precomputed_shots
0,0,,0.1,lazy_delta_inverse_square,0,0,0,1918,1918,218652,435500,216848,False,218652
1,1,45.56104758281834,0.2,lazy_delta_inverse_square,0,0,0,1918,1918,218652,435500,216848,False,218652
2,2,-1.8814723381188987,0.1,lazy_delta_inverse_square,0,0,0,1918,1918,218652,435500,216848,False,218652
3,3,-1.0638527134471945,0.05,lazy_delta_inverse_square,0,0,0,1918,1918,218652,435500,216848,False,218652
4,4,0.6862654788602562,0.1,lazy_delta_inverse_square,0,0,0,1918,1918,218652,435500,216848,False,218652
5,5,-3.315148779994444,0.05,lazy_delta_inverse_square,10000,10000,9933,1918,1918,228585,435500,206915,False,228585
6,6,-0.8435589566568256,0.025,lazy_delta_inverse_square,0,0,0,1918,1918,228585,435500,206915,False,228585
7,7,0.5906256646771619,0.05,lazy_delta_inverse_square,0,0,0,1918,1918,228585,435500,206915,False,228585
8,8,-1.7193737106271296,0.025,lazy_delta_inverse_square,0,0,0,1918,1918,228585,435500,206915,False,228585
9,9,0.6718670677579422,0.05,lazy_delta_inverse_square,0,0,0,1918,1918,228585,435500,206915,False,228585
10,10,-1.9396081701185806,0.025,lazy_delta_inverse_square,10000,10000,9942,1918,1918,238527,435500,196973,False,238527
11,11,-0.6452704422435612,0.0125,lazy_delta_inverse_square,0,0,0,1918,1918,238527,435500,196973,False,238527
12,12,0.6579694915038783,0.025,lazy_delta_inverse_square,0,0,0,1918,1918,238527,435500,196973,False,238527
13,13,-2.7289715951827027,0.0125,lazy_delta_inverse_square,0,0,0,1918,1918,238527,435500,196973,False,238527
14,14,0.5089436547977203,0.025,lazy_delta_inverse_square,0,0,0,1918,1918,238527,435500,196973,False,238527
15,15,-4.027577490315944,0.0125,lazy_delta_inverse_square,10000,10000,9726,1918,1918,248253,435500,187247,False,248253
16,16,0.06754901393125927,0.025,lazy_delta_inverse_square,0,0,0,1918,1918,248253,435500,187247,False,248253
17,17,-2.731415503461799,0.0125,lazy_delta_inverse_square,0,0,0,1918,1918,248253,435500,187247,False,248253
18,18,0.03953901569456301,0.00625,lazy_delta_inverse_square,0,0,0,1918,1918,248253,435500,187247,False,248253
19,19,0.8080372141199142,0.0125,lazy_delta_inverse_square,0,0,0,1918,1918,248253,435500,187247,False,248253
20,20,-9.144813324165472,0.00625,lazy_delta_inverse_square,10000,10000,10000,1918,1918,258253,435500,177247,False,258253
21,21,-0.6370802185637544,0.003125,lazy_delta_inverse_square,0,0,0,1918,1918,258253,435500,177247,False,258253
22,22,0.7982095533633801,0.00625,lazy_delta_inverse_square,0,0,0,1918,1918,258253,435500,177247,False,258253
23,23,-3.732019672938039,0.003125,lazy_delta_inverse_square,0,0,0,1918,1918,258253,435500,177247,False,258253
24,24,0.011619397496751277,0.0015625,lazy_delta_inverse_square,0,0,0,1918,1918,258253,435500,177247,False,258253
25,25,0.6460388487325772,0.003125,lazy_delta_inverse_square,10000,10000,10000,1918,1918,268253,435500,167247,False,268253
26,26,-1.3379515527305645,0.0015625,lazy_delta_inverse_square,0,0,0,1918,1918,268253,435500,167247,False,268253
27,27,0.3681594551543935,0.003125,lazy_delta_inverse_square,0,0,0,1918,1918,268253,435500,167247,False,268253
28,28,-1.678288020042602,0.0015625,lazy_delta_inverse_square,0,0,0,1918,1918,268253,435500,167247,False,268253
29,29,0.4286860017939811,0.003125,lazy_delta_inverse_square,0,0,0,1918,1918,268253,435500,167247,False,268253
30,30,-5.00812207598865,0.0015625,lazy_delta_inverse_square,10000,10000,9912,1918,1918,278165,435500,157335,False,278165
31,31,-0.04505580243717176,0.00078125,lazy_delta_inverse_square,0,0,0,1918,1918,278165,435500,157335,False,278165
32,32,0.6565797979299285,0.0015625,lazy_delta_inverse_square,0,0,0,1918,1918,278165,435500,157335,False,278165
33,33,-1.1283710835072647,0.00078125,lazy_delta_inverse_square,0,0,0,1918,1918,278165,435500,157335,False,278165
34,34,0.3005527089035624,0.0015625,lazy_delta_inverse_square,0,0,0,1918,1918,278165,435500,157335,False,278165
35,35,-2.266818031747191,0.00078125,lazy_delta_inverse_square,10000,10000,9988,1918,1918,288153,435500,147347,False,288153
36,36,0.3898604287114034,0.0015625,lazy_delta_inverse_square,0,0,0,1918,1918,288153,435500,147347,False,288153
37,37,-1.2910622821715936,0.00078125,lazy_delta_inverse_square,0,0,0,1918,1918,288153,435500,147347,False,288153
38,38,0.3168709289028975,0.0015625,lazy_delta_inverse_square,0,0,0,1918,1918,288153,435500,147347,False,288153
39,39,-2.284389035221368,0.00078125,lazy_delta_inverse_square,0,0,0,1918,1918,288153,435500,147347,False,288153
40,40,-0.18375219642871438,0.000390625,lazy_delta_inverse_square,10000,10000,10000,1918,1918,298153,435500,137347,False,298153
41,41,0.9174248492056615,0.00078125,lazy_delta_inverse_square,0,0,0,1918,1918,298153,435500,137347,False,298153
42,42,-0.15063512640247168,0.000390625,lazy_delta_inverse_square,0,0,0,1918,1918,298153,435500,137347,False,298153
43,43,0.60741161790328,0.00078125,lazy_delta_inverse_square,0,0,0,1918,1918,298153,435500,137347,False,298153
44,44,-0.5493672569105064,0.000390625,lazy_delta_inverse_square,0,0,0,1918,1918,298153,435500,137347,False,298153
45,45,0.3413510229060401,0.00078125,lazy_delta_inverse_square,10000,10000,9897,1918,1918,308050,435500,127450,False,308050
46,46,0.7608767580330064,0.0015625,lazy_delta_inverse_square,0,0,0,1918,1918,308050,435500,127450,False,308050
47,47,-0.8571465504596512,0.00078125,lazy_delta_inverse_square,0,0,0,1918,1918,308050,435500,127450,False,308050
48,48,0.3662612162395924,0.0015625,lazy_delta_inverse_square,0,0,0,1918,1918,308050,435500,127450,False,308050
49,49,-2.1461956746670166,0.00078125,lazy_delta_inverse_square,0,0,0,1918,1918,308050,435500,127450,False,308050
50,50,-0.03395706783948474,0.000390625,lazy_delta_inverse_square,10000,10000,9908,1918,1918,317958,435500,117542,False,317958
51,51,0.9081708897455093,0.00078125,lazy_delta_inverse_square,0,0,0,1918,1918,317958,435500,117542,False,317958
52,52,0.03174991612472801,0.000390625,lazy_delta_inverse_square,0,0,0,1918,1918,317958,435500,117542,False,317958
53,53,0.7154187534268067,0.00078125,lazy_delta_inverse_square,0,0,0,1918,1918,317958,435500,117542,False,317958
54,54,-0.6426726410208163,0.000390625,lazy_delta_inverse_square,0,0,0,1918,1918,317958,435500,117542,False,317958
55,55,0.29053727442824956,0.00078125,lazy_delta_inverse_square,10000,10000,10000,1918,1918,327958,435500,107542,False,327958
56,56,0.47021598890496913,0.0015625,lazy_delta_inverse_square,0,0,0,1918,1918,327958,435500,107542,False,327958
57,57,-0.904958808357765,0.00078125,lazy_delta_inverse_square,0,0,0,1918,1918,327958,435500,107542,False,327958
58,58,0.40478805486663494,0.0015625,lazy_delta_inverse_square,0,0,0,1918,1918,327958,435500,107542,False,327958
59,59,-2.7689254917716655,0.00078125,lazy_delta_inverse_square,0,0,0,1918,1918,327958,435500,107542,False,327958
60,60,-0.242535189995938,0.000390625,lazy_delta_inverse_square,10000,10000,10000,1918,1918,337958,435500,97542,False,337958
61,61,0.7528467133170491,0.00078125,lazy_delta_inverse_square,0,0,0,1918,1918,337958,435500,97542,False,337958
62,62,-0.8232984498756368,0.000390625,lazy_delta_inverse_square,0,0,0,1918,1918,337958,435500,97542,False,337958
63,63,0.24546842249621006,0.00078125,lazy_delta_inverse_square,0,0,0,1918,1918,337958,435500,97542,False,337958
64,64,-0.4770774201416814,0.000390625,lazy_delta_inverse_square,0,0,0,1918,1918,337958,435500,97542,False,337958
65,65,0.3557557112937867,0.00078125,lazy_delta_inverse_square,10000,10000,10000,1918,1918,347958,435500,87542,False,347958
66,66,0.49853203931927975,0.0015625,lazy_delta_inverse_square,0,0,0,1918,1918,347958,435500,87542,False,347958
67,67,-0.5308725045970539,0.00078125,lazy_delta_inverse_square,0,0,0,1918,1918,347958,435500,87542,False,347958
68,68,0.4438446522953158,0.0015625,lazy_delta_inverse_square,0,0,0,1918,1918,347958,435500,87542,False,347958
69,69,-5.508710254954602,0.00078125,lazy_delta_inverse_square,0,0,0,1918,1918,347958,435500,87542,False,347958
70,70,-1.0221439966494412,0.000390625,lazy_delta_inverse_square,10000,10000,10000,1918,1918,357958,435500,77542,False,357958
71,71,0.9180870267546001,0.00078125,lazy_delta_inverse_square,0,0,0,1918,1918,357958,435500,77542,False,357958
72,72,0.11469531847402466,0.0015625,lazy_delta_inverse_square,0,0,0,1918,1918,357958,435500,77542,False,357958
73,73,-0.9013487929028364,0.00078125,lazy_delta_inverse_square,0,0,0,1918,1918,357958,435500,77542,False,357958
74,74,0.35605514435917723,0.0015625,lazy_delta_inverse_square,0,0,0,1918,1918,357958,435500,77542,False,357958
75,75,-3.2977424773909285,0.00078125,lazy_delta_inverse_square,10000,10000,9958,1918,1918,367916,435500,67584,False,367916
76,76,0.47690254480099065,0.0015625,lazy_delta_inverse_square,0,0,0,1918,1918,367916,435500,67584,False,367916
77,77,-0.7977814438175195,0.00078125,lazy_delta_inverse_square,0,0,0,1918,1918,367916,435500,67584,False,367916
78,78,0.3812085388262419,0.0015625,lazy_delta_inverse_square,0,0,0,1918,1918,367916,435500,67584,False,367916
79,79,-3.385978851826593,0.00078125,lazy_delta_inverse_square,0,0,0,1918,1918,367916,435500,67584,False,367916
80,80,-0.36088679700832066,0.000390625,lazy_delta_inverse_square,11365,11365,11335,1918,1918,379251,435500,56249,False,379251
81,81,0.92204728084515,0.00078125,lazy_delta_inverse_square,0,0,0,1918,1918,379251,435500,56249,False,379251
82,82,0.21332537322258222,0.0015625,lazy_delta_inverse_square,0,0,0,1918,1918,379251,435500,56249,False,379251
83,83,-0.790324945895674,0.00078125,lazy_delta_inverse_square,0,0,0,1918,1918,379251,435500,56249,False,379251
84,84,0.4532579215542004,0.0015625,lazy_delta_inverse_square,0,0,0,1918,1918,379251,435500,56249,False,379251
85,85,-5.819010138345934,0.00078125,lazy_delta_inverse_square,10000,10000,9944,1918,1918,389195,435500,46305,False,389195
86,86,0.49086172040775494,0.0015625,lazy_delta_inverse_square,0,0,0,1918,1918,389195,435500,46305,False,389195
87,87,-1.0943208156785362,0.00078125,lazy_delta_inverse_square,0,0,0,1918,1918,389195,435500,46305,False,389195
88,88,0.3758787142330839,0.0015625,lazy_delta_inverse_square,0,0,0,1918,1918,389195,435500,46305,False,389195
89,89,-5.501680450064413,0.00078125,lazy_delta_inverse_square,0,0,0,1918,1918,389195,435500,46305,False,389195
90,90,-0.6463252325236677,0.000390625,lazy_delta_inverse_square,15275,15275,15275,1918,1918,404470,435500,31030,False,404470
91,91,0.9252573459585484,0.00078125,lazy_delta_inverse_square,0,0,0,1918,1918,404470,435500,31030,False,404470
92,92,-0.20766125624657028,0.000390625,lazy_delta_inverse_square,0,0,0,1918,1918,404470,435500,31030,False,404470
93,93,0.5882907338478673,0.00078125,lazy_delta_inverse_square,0,0,0,1918,1918,404470,435500,31030,False,404470
94,94,-0.8451016942160757,0.000390625,lazy_delta_inverse_square,0,0,0,1918,1918,404470,435500,31030,False,404470
95,95,0.30346465702825515,0.00078125,lazy_delta_inverse_square,10000,10000,10000,1918,1918,414470,435500,21030,False,414470
96,96,0.44510291261144885,0.0015625,lazy_delta_inverse_square,0,0,0,1918,1918,414470,435500,21030,False,414470
97,97,-0.9769304233774323,0.00078125,lazy_delta_inverse_square,0,0,0,1918,1918,414470,435500,21030,False,414470
98,98,0.4362541048312519,0.0015625,lazy_delta_inverse_square,0,0,0,1918,1918,414470,435500,21030,False,414470
99,99,-5.416268660741353,0.00078125,lazy_delta_inverse_square,0,0,0,1918,1918,414470,435500,21030,False,414470
100,100,-0.4843187371548471,0.000390625,lazy_delta_inverse_square,20525,20525,20525,1918,1918,434995,435500,505,False,434995
101,101,0.8962461873917723,0.00078125,lazy_delta_inverse_square,0,0,0,1918,1918,434995,435500,505,False,434995
102,102,-0.3350826133818304,0.000390625,lazy_delta_inverse_square,0,0,0,1918,1918,434995,435500,505,False,434995
103,103,0.4820998211761753,0.00078125,lazy_delta_inverse_square,0,0,0,1918,1918,434995,435500,505,False,434995
104,104,-0.7301740647615382,0.000390625,lazy_delta_inverse_square,0,0,0,1918,1918,434995,435500,505,False,434995
105,105,0.3221040145887086,0.00078125,lazy_delta_inverse_square,10000,505,505,1918,1918,435500,435500,0,True,435500
106,106,-0.6985103467804139,0.000390625,lazy_delta_inverse_square,0,0,0,1918,1918,435500,435500,0,True,435500
107,107,0.36062450267976426,0.00078125,lazy_delta_inverse_square,0,0,0,1918,1918,435500,435500,0,True,435500
108,108,-1.6649304244766554,0.000390625,lazy_delta_inverse_square,0,0,0,1918,1918,435500,435500,0,True,435500
109,109,0.010177404120900822,0.0001953125,lazy_delta_inverse_square,0,0,0,1918,1918,435500,435500,0,True,435500
110,110,0.6369500293448805,0.000390625,lazy_delta_inverse_square,27585,0,0,1918,1918,435500,435500,0,True,435500
111,111,-1.5161192766698381,0.0001953125,lazy_delta_inverse_square,0,0,0,1918,1918,435500,435500,0,True,435500
112,112,-0.1344420467735708,9.765625e-05,lazy_delta_inverse_square,0,0,0,1918,1918,435500,435500,0,True,435500
113,113,0.4633091843327081,0.0001953125,lazy_delta_inverse_square,0,0,0,1918,1918,435500,435500,0,True,435500
114,114,-1.3302575461630755,9.765625e-05,lazy_delta_inverse_square,0,0,0,1918,1918,435500,435500,0,True,435500
115,115,-0.13895152540184624,4.8828125e-05,lazy_delta_inverse_square,31980,0,0,1918,1918,435500,435500,0,True,435500
116,116,0.40142534297654775,9.765625e-05,lazy_delta_inverse_square,0,0,0,1918,1918,435500,435500,0,True,435500
117,117,-0.228718756485569,4.8828125e-05,lazy_delta_inverse_square,0,0,0,1918,1918,435500,435500,0,True,435500
118,118,0.41564222620404895,9.765625e-05,lazy_delta_inverse_square,0,0,0,1918,1918,435500,435500,0,True,435500
119,119,-1.6065765547170328,4.8828125e-05,lazy_delta_inverse_square,0,0,0,1918,1918,435500,435500,0,True,435500
120,120,-0.2843961520600554,2.44140625e-05,lazy_delta_inverse_square,37070,0,0,1918,1918,435500,435500,0,True,435500
121,121,0.3861482816891857,4.8828125e-05,lazy_delta_inverse_square,0,0,0,1918,1918,435500,435500,0,True,435500
122,122,-0.21619256970986017,2.44140625e-05,lazy_delta_inverse_square,0,0,0,1918,1918,435500,435500,0,True,435500
123,123,0.30034742386295255,4.8828125e-05,lazy_delta_inverse_square,0,0,0,1918,1918,435500,435500,0,True,435500
124,124,-0.3616466854542736,2.44140625e-05,lazy_delta_inverse_square,0,0,0,1918,1918,435500,435500,0,True,435500
125,125,0.33331115696317215,4.8828125e-05,lazy_delta_inverse_square,42975,0,0,1918,1918,435500,435500,0,True,435500
126,126,-0.4201395972390474,2.44140625e-05,lazy_delta_inverse_square,0,0,0,1918,1918,435500,435500,0,True,435500
127,127,0.23882984925267411,4.8828125e-05,lazy_delta_inverse_square,0,0,0,1918,1918,435500,435500,0,True,435500
