reference,gate,entanglement_infidelity,average_gate_infidelity,diamond_distance
truth,[],2.0222767500577277e-06,1.3481845000384851e-06,0.00012200083251137072
truth,Gxpi2:0,1.3877004868212417e-05,9.251336578808278e-06,0.0007959630001783298
truth,Gypi2:0,7.3560659578642e-05,4.9040439719094664e-05,0.0016868108648448368
truth,Gzpi2:0,7.808831351729939e-05,5.205887567819959e-05,0.0013641287230900592
ideal,[],2.0222767500577277e-06,1.3481845000384851e-06,0.00012210296622598002
ideal,Gxpi2:0,0.00468294300345562,0.0031219620023037464,0.01521761145634461
ideal,Gypi2:0,0.0063594098922320486,0.004239606594821366,0.018854885928137815
ideal,Gzpi2:0,0.004470086878944679,0.0029800579192964527,0.02596045390537633
