stage,max_length,mean_gate_entanglement_infidelity_to_truth,mean_spam_vector_l2_error_to_truth,mean_gate_diamond_distance_to_truth
0,1,0.0026376729482656402,0.01019622332354903,0.019558629893311814
1,2,0.002355466799312367,0.009461944208296375,0.014109128011806462
2,4,0.0012533891532812425,0.005779159352372565,0.009408517284460436
3,8,0.0012494338942371508,0.005109383239165613,0.007150926258426662
4,16,0.0004895016715213696,0.004878645910248869,0.004745560894129756
5,32,0.0001590249188953008,0.00491571017024565,0.002285008154471348
6,64,7.337312258060003e-05,0.0051808109977911155,0.0014471067265606349
