reference,member_type,member,vector_l2_error
truth,prep,rho0,0.002706120365281124
truth,povm_effect,Mdefault:0,0.0028510021997831697
truth,povm_effect,Mdefault:1,0.0028502502707481326
ideal,prep,rho0,0.008833287946795863
ideal,povm_effect,Mdefault:0,0.006225671662398953
ideal,povm_effect,Mdefault:1,0.006226622272399478
