batch_size_circuits,repeats,median_full_objective,mean_full_objective,min_full_objective,max_full_objective,median_full_rmse,median_elapsed_seconds,success_rate
808,100,5.6999956150392235,11.084411441297227,1.2960973872668362,92.19916689234512,0.012768005830054687,72.67266852750618,0.29
1616,100,1.6780612125311682,7.337327791661741,0.09437628243579116,89.845631644323,0.006926955163794323,131.28653198000393,0.41
3232,100,1.1528148996577685,76.78191318621413,8.022908580984344e-09,5432.630093495697,0.005740258173702816,183.4534783525014,0.96
6464,100,2.3381912811275966e-27,0.35951439240519656,1.3078054445983006e-27,22.8916077628935,2.5859857744510313e-16,339.0143184034969,1.0
