stage,max_length,mean_gate_entanglement_infidelity_to_truth,mean_spam_vector_l2_error_to_truth,mean_gate_diamond_distance_to_truth
0,1,0.0035818321803344766,0.01298584250760569,0.04696601737871099
1,2,0.002994961860137646,0.008589349289273067,0.020613704526040142
2,4,0.0014932491872644005,0.006535579765081884,0.012621538504955745
3,8,0.0011788479783060302,0.005843499030186719,0.008100737964390575
4,16,0.00040810485445247346,0.004362236891923838,0.004668436951902223
5,32,0.0003393281684818117,0.0035979658922027234,0.003158668915599168
6,64,0.0002507472299715374,0.0031004074310498654,0.0021784972206032533
