reference,gate,entanglement_infidelity,average_gate_infidelity,diamond_distance
truth,[],1.9647025776392546e-05,1.3098017184261698e-05,0.0001891884448883341
truth,Gxpi2:0,6.0954935385493236e-05,4.0636623590328824e-05,0.001762555271090944
truth,Gypi2:0,6.312554217347e-05,4.208369478231333e-05,0.0016986019364377577
truth,Gzpi2:0,0.00032987617730706464,0.0002199174515380431,0.0027115699696571936
