sequence_index,iteration,nf,incumbent_index,incumbent_full_objective,mean_gate_entanglement_infidelity_to_truth,mean_gate_average_infidelity_to_truth,mean_spam_vector_l2_error_to_truth,mean_gate_diamond_distance_to_truth
0,0,0,0,381142.0703726368,0.00227342297002206,0.00151561531334804,0.00697710335423951,0.015113464757287046
1,1,1,1,195114.5697080769,0.04151572584834995,0.027677150565566633,0.07164716509649051,0.1453930780605518
2,2,2,1,195114.5697080769,0.04151572584834995,0.027677150565566633,0.07164716509649051,0.1453930780605518
3,3,3,3,121097.20676362069,0.028435608244706506,0.01895707216313767,0.0589473680526059,0.11855166004138781
4,4,4,3,121097.20676362069,0.028435608244706506,0.01895707216313767,0.0589473680526059,0.11855166004138781
5,5,5,5,113028.03527226573,0.016148123864624248,0.010765415909749498,0.0576090926631716,0.08582113899517528
6,6,6,6,99907.01922418544,0.01984420471299364,0.013229469808662428,0.023959848752327206,0.08928654604426148
7,7,7,6,99907.01922418544,0.01984420471299364,0.013229469808662428,0.023959848752327206,0.08928654604426148
8,8,8,8,69142.14904060616,0.01671640306987887,0.01114426871325258,0.03182437930385556,0.07605265421904923
9,9,9,8,69142.14904060616,0.01671640306987887,0.01114426871325258,0.03182437930385556,0.07605265421904923
10,10,10,8,69142.14904060616,0.01671640306987887,0.01114426871325258,0.03182437930385556,0.07605265421904923
11,11,11,11,41997.43993052143,0.011584828364080701,0.007723218909387134,0.006103693264790495,0.0499987936927144
12,12,12,11,41997.43993052143,0.011584828364080701,0.007723218909387134,0.006103693264790495,0.0499987936927144
13,13,13,13,26076.068852524364,0.007372644966897046,0.004915096644598031,0.013635689321559763,0.024263762952255085
14,14,14,13,26076.068852524364,0.007372644966897046,0.004915096644598031,0.013635689321559763,0.024263762952255085
15,15,15,15,19349.74676577567,0.0034681282311563033,0.0023120854874375354,0.005011052798738343,0.015641424467835962
16,16,16,16,18965.892661931368,0.003626275584632188,0.002417517056421459,0.007352950795644179,0.017583662620443186
17,17,17,16,18965.892661931368,0.003626275584632188,0.002417517056421459,0.007352950795644179,0.017583662620443186
18,18,18,16,18965.892661931368,0.003626275584632188,0.002417517056421459,0.007352950795644179,0.017583662620443186
19,19,19,19,11456.46043148443,0.0011927572078420934,0.0007951714718947289,0.004455974597071596,0.00875053191675197
20,20,20,19,11456.46043148443,0.0011927572078420934,0.0007951714718947289,0.004455974597071596,0.00875053191675197
21,21,21,21,6859.501359837695,0.0014441016121456984,0.0009627344080971323,0.005363110539131363,0.007274977435934587
22,22,22,22,6286.364241460699,0.0016850251447629305,0.0011233500965086205,0.003677287379792864,0.007068753891702523
23,23,23,22,6286.364241460699,0.0016850251447629305,0.0011233500965086205,0.003677287379792864,0.007068753891702523
24,24,24,24,4125.0558315594835,0.001023506024837112,0.0006823373498914079,0.004966375662916831,0.004871520000641033
25,25,25,24,4125.0558315594835,0.001023506024837112,0.0006823373498914079,0.004966375662916831,0.004871520000641033
26,26,26,26,3544.8458354379013,0.0010472939928472258,0.0006981959952314839,0.0038106650512749547,0.003152780772134991
27,27,27,27,1792.3592787752982,0.0004059503478104354,0.00027063356520695686,0.0039638667565490004,0.0022129135321699842
28,28,28,27,1792.3592787752982,0.0004059503478104354,0.00027063356520695686,0.0039638667565490004,0.0022129135321699842
29,29,29,29,1471.665798266626,0.00029876450409807576,0.00019917633606538382,0.003575004166954962,0.0014884108848406928
30,30,30,29,1471.665798266626,0.00029876450409807576,0.00019917633606538382,0.003575004166954962,0.0014884108848406928
31,31,31,31,1290.4211299189164,0.00022384506795428138,0.00014923004530285427,0.0037204241337308445,0.0012480968796242625
32,32,32,31,1290.4211299189164,0.00022384506795428138,0.00014923004530285427,0.0037204241337308445,0.0012480968796242625
33,33,33,33,1216.9043269796284,0.00019336242831854977,0.00012890828554569986,0.0038104250027006584,0.0012275913978091195
34,34,34,33,1216.9043269796284,0.00019336242831854977,0.00012890828554569986,0.0038104250027006584,0.0012275913978091195
35,35,35,33,1216.9043269796284,0.00019336242831854977,0.00012890828554569986,0.0038104250027006584,0.0012275913978091195
36,36,36,36,1053.266301313718,0.00010463964522097746,6.975976348065165e-05,0.0037723133328471116,0.001023776815506731
37,37,37,36,1053.266301313718,0.00010463964522097746,6.975976348065165e-05,0.0037723133328471116,0.001023776815506731
38,38,38,36,1053.266301313718,0.00010463964522097746,6.975976348065165e-05,0.0037723133328471116,0.001023776815506731
39,39,39,39,995.856053115426,5.2446474601480775e-05,3.496431640098718e-05,0.0038407423309099638,0.0009266632182554117
40,40,40,39,995.856053115426,5.2446474601480775e-05,3.496431640098718e-05,0.0038407423309099638,0.0009266632182554117
41,41,41,41,984.1187952559312,4.685216046601548e-05,3.1234773644010325e-05,0.0038386403188130098,0.0009221660128120037
42,42,42,41,984.1187952559312,4.685216046601548e-05,3.1234773644010325e-05,0.0038386403188130098,0.0009221660128120037
43,43,43,41,984.1187952559312,4.685216046601548e-05,3.1234773644010325e-05,0.0038386403188130098,0.0009221660128120037
44,44,44,44,978.231131955643,3.376900899904056e-05,2.251267266602704e-05,0.003836096247711292,0.0009187597856455672
45,45,45,44,978.231131955643,3.376900899904056e-05,2.251267266602704e-05,0.003836096247711292,0.0009187597856455672
46,46,46,44,978.231131955643,3.376900899904056e-05,2.251267266602704e-05,0.003836096247711292,0.0009187597856455672
47,47,47,47,975.5945567692661,2.955269042564934e-05,1.970179361709956e-05,0.003828117504434897,0.0009111910963128188
48,48,48,47,975.5945567692661,2.955269042564934e-05,1.970179361709956e-05,0.003828117504434897,0.0009111910963128188
49,49,49,47,975.5945567692661,2.955269042564934e-05,1.970179361709956e-05,0.003828117504434897,0.0009111910963128188
50,50,50,50,975.206883423489,2.7817884445058283e-05,1.854525629670552e-05,0.003828264463390138,0.0009109138339826294
51,51,51,51,974.2332105697283,2.846849391688333e-05,1.8978995944588888e-05,0.0038195459540546635,0.0009081660351110386
52,52,52,51,974.2332105697283,2.846849391688333e-05,1.8978995944588888e-05,0.0038195459540546635,0.0009081660351110386
53,53,53,53,973.8147009832553,2.6844876745646395e-05,1.78965844970976e-05,0.003817174701708927,0.0009065892456949433
54,54,54,53,973.8147009832553,2.6844876745646395e-05,1.78965844970976e-05,0.003817174701708927,0.0009065892456949433
55,55,55,53,973.8147009832553,2.6844876745646395e-05,1.78965844970976e-05,0.003817174701708927,0.0009065892456949433
56,56,56,53,973.8147009832553,2.6844876745646395e-05,1.78965844970976e-05,0.003817174701708927,0.0009065892456949433
