sequence_index,iteration,nf,incumbent_index,incumbent_full_objective,mean_gate_entanglement_infidelity_to_truth,mean_gate_average_infidelity_to_truth,mean_spam_vector_l2_error_to_truth,mean_spam_tracedist_to_truth,mean_gate_eigenvalue_nonunitarity_excess_to_truth,mean_gate_eigenvalue_diamondnorm_to_truth,mean_gate_eigenvalue_nonunitary_diamondnorm_to_truth,mean_gate_diamond_distance_to_truth
0,0,0,0,254206.74646903682,0.0017882621897374607,0.001192174793158307,0.007165902701660543,0.005062523522911718,-0.002719190553661918,0.0067837813321190345,0.0031726617482777386,0.013707118158205382
1,1,1,1,153699.98946559074,0.025487245200331854,0.016991496800221235,0.022844816698390957,0.014898535586231578,0.036731351992118744,0.04391097308315943,0.04339899847012331,0.0801994198656121
2,2,2,1,153699.98946559074,0.025487245200331854,0.016991496800221235,0.022844816698390957,0.014898535586231578,0.036731351992118744,0.04391097308315943,0.04339899847012331,0.0801994198656121
3,3,3,3,102369.98699711217,0.011100261319219373,0.0074001742128129155,0.052114904640738174,0.04019533930835349,0.009240515529203804,0.026278963269451054,0.015272180048376605,0.05376742443825208
4,4,4,3,102369.98699711217,0.011100261319219373,0.0074001742128129155,0.052114904640738174,0.04019533930835349,0.009240515529203804,0.026278963269451054,0.015272180048376605,0.05376742443825208
5,5,5,3,102369.98699711217,0.011100261319219373,0.0074001742128129155,0.052114904640738174,0.04019533930835349,0.009240515529203804,0.026278963269451054,0.015272180048376605,0.05376742443825208
6,6,6,6,76159.19243696122,0.008541036310656502,0.005694024207104335,0.015705512171030223,0.0125309755356794,0.014825456503237473,0.01988160708189842,0.01747546491717962,0.04525975595542192
7,7,7,6,76159.19243696122,0.008541036310656502,0.005694024207104335,0.015705512171030223,0.0125309755356794,0.014825456503237473,0.01988160708189842,0.01747546491717962,0.04525975595542192
8,8,8,8,69599.18896533623,0.005213210834301291,0.003475473889534194,0.014175406645240867,0.009762799998363407,0.006038402527944568,0.01892713736842188,0.008084254558832132,0.04440397960178645
9,9,9,8,69599.18896533623,0.005213210834301291,0.003475473889534194,0.014175406645240867,0.009762799998363407,0.006038402527944568,0.01892713736842188,0.008084254558832132,0.04440397960178645
10,10,10,10,55949.96251604818,0.00626366341124826,0.004175775607498841,0.0051860981162109914,0.0039056118884188955,0.010975984284395675,0.018868636907429914,0.013492576177109021,0.03462933852945167
11,11,11,10,55949.96251604818,0.00626366341124826,0.004175775607498841,0.0051860981162109914,0.0039056118884188955,0.010975984284395675,0.018868636907429914,0.013492576177109021,0.03462933852945167
12,12,12,12,54117.44692308236,0.005602836122994781,0.0037352240819965208,0.0060115701034527584,0.004552246165152225,0.007939758408621635,0.01724295611955691,0.011047642808469336,0.03055977490038884
13,13,13,13,22447.04452948528,0.0038174211141898673,0.0025449474094599114,0.005418720900952938,0.0038132428716051645,0.0044924052202116455,0.007828291786274491,0.007435505388879993,0.01862088273673218
14,14,14,13,22447.04452948528,0.0038174211141898673,0.0025449474094599114,0.005418720900952938,0.0038132428716051645,0.0044924052202116455,0.007828291786274491,0.007435505388879993,0.01862088273673218
15,15,15,15,10508.579562422856,0.0014066240727263202,0.0009377493818175467,0.004071571694001164,0.0033403504370118457,0.002799189529031229,0.003961484384474644,0.0037148718619544746,0.010926769301526536
16,16,16,15,10508.579562422856,0.0014066240727263202,0.0009377493818175467,0.004071571694001164,0.0033403504370118457,0.002799189529031229,0.003961484384474644,0.0037148718619544746,0.010926769301526536
17,17,17,17,10124.240339841428,0.0011946945758893879,0.0007964630505929252,0.001500697017717389,0.000869606320031796,0.0022021271438595197,0.0029834816903620987,0.0028209276828354557,0.007139722160511872
18,18,18,18,2258.393506228471,0.00040697497291924956,0.00027131664861283306,0.0020872320107391015,0.002070158216407845,0.0005401133750633155,0.000912937457666465,0.0007911133296105363,0.0024156092949507713
19,19,19,18,2258.393506228471,0.00040697497291924956,0.00027131664861283306,0.0020872320107391015,0.002070158216407845,0.0005401133750633155,0.000912937457666465,0.0007911133296105363,0.0024156092949507713
20,20,20,20,2030.6819613235539,0.0002651867656567608,0.0001767911771045072,0.0010707986301895288,0.0008364740026514783,0.000626287680061989,0.0008549086053416006,0.0008067841550553692,0.002037944999763308
21,21,21,21,1941.882611178549,0.0003247342080439919,0.00021648947202932794,0.0007176975435320797,0.0005567648880679981,0.0005017602554611283,0.0006915940644664127,0.000657623734204027,0.0015399422673054242
22,22,22,21,1941.882611178549,0.0003247342080439919,0.00021648947202932794,0.0007176975435320797,0.0005567648880679981,0.0005017602554611283,0.0006915940644664127,0.000657623734204027,0.0015399422673054242
23,23,23,21,1941.882611178549,0.0003247342080439919,0.00021648947202932794,0.0007176975435320797,0.0005567648880679981,0.0005017602554611283,0.0006915940644664127,0.000657623734204027,0.0015399422673054242
