stage,max_length,mean_gate_entanglement_infidelity_to_truth,mean_spam_vector_l2_error_to_truth,mean_gate_diamond_distance_to_truth
0,1,0.0026820234012863153,0.02549290707418395,0.042371852035014236
1,2,0.0022827689996785805,0.019134992115642343,0.0366233996652255
2,4,0.0018358779654056578,0.01863956271571343,0.0210131933858904
3,8,0.0016814336727216106,0.015190355086935345,0.01416689029005684
4,16,0.0011330587890502342,0.013664060518574288,0.008523598710948672
5,32,0.00106221347729199,0.010439291638305663,0.004590123428614055
6,64,0.00033140330683550934,0.008297665331297612,0.003185446288809532
