reference,member_type,member,vector_l2_error
truth,prep,rho0,0.0008874608877460849
truth,povm_effect,Mdefault:0,0.0031812075150446876
truth,povm_effect,Mdefault:1,0.0031796054203483597
ideal,prep,rho0,0.006367141447287245
ideal,povm_effect,Mdefault:0,0.008835684479239027
ideal,povm_effect,Mdefault:1,0.008841139389807927
