stage,max_length,mean_gate_entanglement_infidelity_to_truth,mean_spam_vector_l2_error_to_truth,mean_gate_diamond_distance_to_truth
0,1,0.0017499156302728802,0.015327266173788136,0.02287068548647937
1,2,0.0020352079596806516,0.007396471361164533,0.014706530218390938
2,4,0.0007519947643059022,0.005447723383219444,0.007966325386882774
3,8,0.0008642414895439765,0.0033777280110333405,0.006566048555011315
4,16,0.0006390266963396674,0.003226726916535426,0.004251266131100351
5,32,0.0006409847951721337,0.003108441648397071,0.003063595354491205
6,64,6.075566448887626e-05,0.003370816152102161,0.0013407315578029967
