sequence_index,iteration,nf,incumbent_index,incumbent_full_objective,mean_gate_entanglement_infidelity_to_truth,mean_gate_average_infidelity_to_truth,mean_spam_vector_l2_error_to_truth,mean_gate_diamond_distance_to_truth
0,0,0,0,33132.806545631254,0.002273422622213639,0.0015156150814757592,0.0069771033542395085,0.015113464757287321
1,1,1,1,7747.940216260796,0.01032413510361363,0.00688275673574242,0.010838152927487554,0.04516502268316948
2,2,2,1,7747.940216260796,0.01032413510361363,0.00688275673574242,0.010838152927487554,0.04516502268316948
3,3,3,1,7747.940216260796,0.01032413510361363,0.00688275673574242,0.010838152927487554,0.04516502268316948
4,4,4,4,3465.4424861692987,0.004896216965686817,0.0032641446437912114,0.023338191800588822,0.030012151071185898
5,5,5,4,3465.4424861692987,0.004896216965686817,0.0032641446437912114,0.023338191800588822,0.030012151071185898
6,6,6,4,3946.4086660004778,0.004896216965686817,0.0032641446437912114,0.023338191800588822,0.030012151071185898
7,7,7,7,2330.0330206899635,0.0025696336098106065,0.0017130890732070712,0.009420536641414129,0.013869969133127423
8,8,8,7,2330.0330206899635,0.0025696336098106065,0.0017130890732070712,0.009420536641414129,0.013869969133127423
9,9,9,9,1350.2895555081727,0.0005432531162540832,0.00036216874416938877,0.009382673139542384,0.005198345691524594
10,10,10,9,1350.2895555081727,0.0005432531162540832,0.00036216874416938877,0.009382673139542384,0.005198345691524594
11,11,11,9,1549.9706171192151,0.0005432531162540832,0.00036216874416938877,0.009382673139542384,0.005198345691524594
12,12,12,12,1116.4558307263983,0.00021950133952403084,0.0001463342263493539,0.0076702031384434455,0.002542031744620411
13,13,13,12,1116.4558307263983,0.00021950133952403084,0.0001463342263493539,0.0076702031384434455,0.002542031744620411
14,14,14,12,1116.4558307263983,0.00021950133952403084,0.0001463342263493539,0.0076702031384434455,0.002542031744620411
15,15,15,15,996.9806252050869,0.00010493488983145949,6.9956593220973e-05,0.007889173064196228,0.002086151061131869
16,16,16,15,1001.2930516724393,0.00010493488983145949,6.9956593220973e-05,0.007889173064196228,0.002086151061131869
17,17,17,15,1001.2930516724393,0.00010493488983145949,6.9956593220973e-05,0.007889173064196228,0.002086151061131869
18,18,18,18,985.0050904801992,8.056112128720927e-05,5.370741419147284e-05,0.007487637416400464,0.002014527148396832
19,19,19,18,985.0050904801992,8.056112128720927e-05,5.370741419147284e-05,0.007487637416400464,0.002014527148396832
20,20,20,18,985.0050904801992,8.056112128720927e-05,5.370741419147284e-05,0.007487637416400464,0.002014527148396832
21,21,21,21,983.269345083283,7.934255209390839e-05,5.289503472927226e-05,0.0077424528499418855,0.0018759066866532068
22,22,22,21,983.269345083283,7.934255209390839e-05,5.289503472927226e-05,0.0077424528499418855,0.0018759066866532068
23,23,23,23,982.8995124338508,9.182216220668393e-05,6.121477480445595e-05,0.00774425809465501,0.001923952674537415
24,24,24,23,982.8995124338508,9.182216220668393e-05,6.121477480445595e-05,0.00774425809465501,0.001923952674537415
25,25,25,23,982.8995124338508,9.182216220668393e-05,6.121477480445595e-05,0.00774425809465501,0.001923952674537415
26,26,26,26,982.1010195938832,8.174115144340965e-05,5.449410096227311e-05,0.007621629552372688,0.0019036545778138643
27,27,27,27,982.0197413978206,9.06191823979996e-05,6.041278826533307e-05,0.007612780106835607,0.001908690401662657
28,28,28,27,982.0197413978206,9.06191823979996e-05,6.041278826533307e-05,0.007612780106835607,0.001908690401662657
29,29,29,27,982.0197413978206,9.06191823979996e-05,6.041278826533307e-05,0.007612780106835607,0.001908690401662657
30,30,30,30,981.6771162959267,9.839474367789869e-05,6.55964957852658e-05,0.007638280329829374,0.0019183122734978738
31,31,31,31,983.732963669408,0.0001149925481661318,7.66616987774212e-05,0.008103584843321883,0.0016909643456768661
32,32,32,31,983.732963669408,0.0001149925481661318,7.66616987774212e-05,0.008103584843321883,0.0016909643456768661
33,33,33,33,982.3798536751748,0.00014625851035779402,9.750567357186268e-05,0.008149541451221841,0.0016907589338470558
34,34,34,33,982.3798536751748,0.00014625851035779402,9.750567357186268e-05,0.008149541451221841,0.0016907589338470558
35,35,35,33,982.3798536751748,0.00014625851035779402,9.750567357186268e-05,0.008149541451221841,0.0016907589338470558
36,36,36,36,981.1011086816451,0.00016003427315944285,0.00010668951543962857,0.00816426851222475,0.0017010167278047766
37,37,37,36,981.1011086816451,0.00016003427315944285,0.00010668951543962857,0.00816426851222475,0.0017010167278047766
38,38,38,36,981.1011086816451,0.00016003427315944285,0.00010668951543962857,0.00816426851222475,0.0017010167278047766
39,39,39,39,980.9990995491918,0.00016682564384160048,0.00011121709589440032,0.00817583090002292,0.0017120367104773585
40,40,40,39,980.9990995491918,0.00016682564384160048,0.00011121709589440032,0.00817583090002292,0.0017120367104773585
41,41,41,41,982.5618242979064,0.00016554140929653238,0.00011036093953102159,0.00813791820634425,0.0016744400818673
42,42,42,42,982.5561745453431,0.00016538128038104394,0.00011025418692069597,0.008120184539701397,0.001681556774527603
43,43,43,43,982.348763019397,0.00016033504133866616,0.00010689002755911077,0.00812586370783881,0.00168150987340624
44,44,44,43,982.348763019397,0.00016033504133866616,0.00010689002755911077,0.00812586370783881,0.00168150987340624
45,45,45,45,982.3313442173256,0.0001636889095250338,0.00010912593968335586,0.008141632789787303,0.0016907108645251676
46,46,46,46,977.0540293234301,0.00016360491910022423,0.00010906994606681615,0.007735215766409749,0.0015538908839765777
47,47,47,46,977.0540293234301,0.00016360491910022423,0.00010906994606681615,0.007735215766409749,0.0015538908839765777
