seed,arm,infidelity,diamond,spam,accounted_revealed_shots,revealed_circuits,total_circuits,objective,flag,seconds,error
101,adaptive_D_nofpr_f005,-6.024974574997399e-06,0.0002417815253399,0.0011406907897271,4795000,1918,1918,poisson_logl,6.635561458206022,5544.6,
101,adaptive_D_nofpr_f010,-3.018489228096e-06,0.0004960117960841,0.0023861075588978,4795000,1918,1918,poisson_logl,483.37539779820446,1720.1,
101,adaptive_D_nofpr_f020,3.973213837105138e-07,0.0002964732586345,0.0012519809060229,4795000,1918,1918,poisson_logl,6.346527230294094,2001.2,
101,adaptive_D_nofpr_f030,5.824312985625024e-06,0.0002304680232309,0.0019837309488529,4795000,1918,1918,poisson_logl,58.106240492179424,2010.4,
101,adaptive_D_nofpr_f040,3.3639859086942447e-06,0.000210571569885,0.0013781154557607,4795000,1918,1918,poisson_logl,10.356195548855595,1688.2,
101,adaptive_D_nofpr_f050,-1.147834571876838e-05,0.0002818973995626,0.0006892744556224,4795000,1918,1918,poisson_logl,398.6912020439575,1580.7,
101,adaptive_D_nofpr_f060,3.459850327069969e-07,0.000281678138835,0.0011019806584064,4795000,1918,1918,poisson_logl,0.2260301090499886,1666.3,
101,adaptive_D_nofpr_f070,-2.276746004503672e-07,0.0003332172013187,0.0012602884654759,4795000,1918,1918,poisson_logl,2.456819977229198,1949.7,
101,fixed_no_fpr,-1.4463893660277003e-06,0.0004951414442056,0.0004068226843519,4795000,1918,1918,poisson_logl,1.1549928197640036,1587.6,
101,lm,-1.4809041544716628e-06,0.0004957625003762,0.0004075299677408,4795000,1918,1918,chi2_ladder_then_mle,LM,38.3,
101,lm_mle,-1.544265350011953e-06,0.0004956397883877,0.0004065900042878,4795000,1918,1918,pure_mle,LM_MLE,32.1,
