reference,gate,entanglement_infidelity,average_gate_infidelity,diamond_distance,eigenvalue_nonunitarity_excess,eigenvalue_diamondnorm,eigenvalue_nonunitary_diamondnorm
truth,[],1.6049126680739434e-05,1.0699417787159623e-05,0.00011471590960947443,1.604681506714445e-05,7.331047283931264e-05,2.0637673438933524e-05
truth,Gxpi2:0,5.508456405045603e-05,3.672304270030402e-05,0.0010925603797783037,9.874642141130541e-05,0.000182369276632939,0.00010518717388208199
truth,Gypi2:0,4.711341760432752e-05,3.1408945069551684e-05,0.0012582291563828355,0.00019591120166373432,0.00040718168810912746,0.00028469286160823226
truth,Gzpi2:0,3.498462477802278e-05,2.332308318534852e-05,0.0010233467578824314,0.00014499264342385243,0.00026301376959170437,0.00019463691632323754
ideal,[],1.6049126680739434e-05,1.0699417787159623e-05,0.00011471570981262243,1.604681506714445e-05,7.331047283931264e-05,2.0637673438933524e-05
ideal,Gxpi2:0,0.004665329473843682,0.0031102196492291214,0.015170383598759857,0.004640230531465339,0.0055807817021379545,0.00552470233932037
ideal,Gypi2:0,0.00666222141859607,0.004441480945730714,0.018970281249600245,0.006628027207828929,0.012116483919931951,0.00819576862021587
ideal,Gzpi2:0,0.004584677243685831,0.003056451495790554,0.0262413217247185,0.004463026106208023,0.015155696050746606,0.004768727621517865
