iteration,nf,previous_rho,trust_region_delta,adaptive_schedule,requested_budget,scheduled_budget,shots_added,active_circuits,revealed_union_circuits,accounted_revealed_shots,total_shot_budget,remaining_shot_budget,shot_budget_exhausted,physical_precomputed_shots
0,0,,0.1,lazy_delta_inverse_square,0,0,0,1918,1918,9590,191800,182210,False,9590
1,1,23.5922114753599,0.2,lazy_delta_inverse_square,0,0,0,1918,1918,9590,191800,182210,False,9590
2,2,-1.814286208914719,0.1,lazy_delta_inverse_square,0,0,0,1918,1918,9590,191800,182210,False,9590
3,3,-0.4916405831560192,0.05,lazy_delta_inverse_square,0,0,0,1918,1918,9590,191800,182210,False,9590
4,4,0.7245506969682121,0.1,lazy_delta_inverse_square,0,0,0,1918,1918,9590,191800,182210,False,9590
5,5,-3.682111454569978,0.05,lazy_delta_inverse_square,10000,10000,10000,1918,1918,19590,191800,172210,False,19590
6,6,-0.04825803979328323,0.025,lazy_delta_inverse_square,0,0,0,1918,1918,19590,191800,172210,False,19590
7,7,0.7567807779302522,0.05,lazy_delta_inverse_square,0,0,0,1918,1918,19590,191800,172210,False,19590
8,8,-1.3831818016835193,0.025,lazy_delta_inverse_square,0,0,0,1918,1918,19590,191800,172210,False,19590
9,9,0.5983925049555222,0.05,lazy_delta_inverse_square,0,0,0,1918,1918,19590,191800,172210,False,19590
10,10,-1.875317215562301,0.025,lazy_delta_inverse_square,10000,10000,10000,1918,1918,29590,191800,162210,False,29590
11,11,-0.16599337508020534,0.0125,lazy_delta_inverse_square,0,0,0,1918,1918,29590,191800,162210,False,29590
12,12,0.8563606044684936,0.025,lazy_delta_inverse_square,0,0,0,1918,1918,29590,191800,162210,False,29590
13,13,-1.584922638820698,0.0125,lazy_delta_inverse_square,0,0,0,1918,1918,29590,191800,162210,False,29590
14,14,0.36574470320129004,0.025,lazy_delta_inverse_square,0,0,0,1918,1918,29590,191800,162210,False,29590
15,15,-2.21820680690164,0.0125,lazy_delta_inverse_square,10000,10000,10000,1918,1918,39590,191800,152210,False,39590
16,16,0.2960269657395717,0.025,lazy_delta_inverse_square,0,0,0,1918,1918,39590,191800,152210,False,39590
17,17,-1.485666169534631,0.0125,lazy_delta_inverse_square,0,0,0,1918,1918,39590,191800,152210,False,39590
