seed,arm,infidelity,diamond,spam,accounted_revealed_shots,revealed_circuits,total_circuits,objective,flag,seconds,error
103,fixed_fpr,0.0006010774159144,0.0036716609811106,0.0066563292808772,130350,869,1918,poisson_logl,15.876281054683325,2596.9,
103,fixed_no_fpr,0.0007457159981606,0.0040788853648306,0.0042725413801646,128506,1918,1918,poisson_logl,6.200858493331864,1954.6,
103,lm,0.0004036960752964,0.0030520000301329,0.0053360151111572,130424,1918,1918,chi2_ladder_then_mle,LM,35.3,
103,lm_mle,0.0002908455085099,0.0029403066344055,0.0053111795215896,130424,1918,1918,pure_mle,LM_MLE,39.3,
103,adaptive_D_nofpr_f005,0.0001134872502291,0.0013261514947105,0.0066410860005447,130350,1918,1918,poisson_logl,0.9292764798038315,1126.0,
103,adaptive_D_nofpr_f010,5.978323768740523e-05,0.0015805258962556,0.0055612329194775,130350,1918,1918,poisson_logl,1.1154680183029726,1062.1,
103,adaptive_D_nofpr_f020,0.0001616705418285,0.0019098967533983,0.002158928949537,130350,1918,1918,poisson_logl,2.8201815027519124,1567.8,
103,adaptive_D_nofpr_f030,0.0001253531303713,0.0018925095877037,0.0060724524438613,130350,1918,1918,poisson_logl,5.234051964635333,4551.7,
103,adaptive_D_nofpr_f040,0.0001002275450841,0.0023495650238692,0.0070858930034401,130350,1918,1918,poisson_logl,4.546645507323172,1529.1,
103,adaptive_D_nofpr_f050,0.0002002884780113,0.0024482172885332,0.0039973582165108,130350,1918,1918,poisson_logl,22.78780491205833,1682.7,
103,adaptive_D_nofpr_f060,0.0003281956917704,0.002614526730488,0.0037883979831688,130350,1918,1918,poisson_logl,3.774162886559101,1478.4,
103,adaptive_D_nofpr_f070,0.0004095102173022,0.0026687288473242,0.006275413752265,130350,1918,1918,poisson_logl,5.700010781293609,1070.9,
