sequence_index,iteration,nf,incumbent_index,incumbent_full_objective,mean_gate_entanglement_infidelity_to_truth,mean_gate_average_infidelity_to_truth,mean_spam_vector_l2_error_to_truth,mean_gate_diamond_distance_to_truth
0,0,0,0,96738.07886977762,0.00227342297002206,0.00151561531334804,0.00697710335423951,0.015113464757287046
1,1,1,1,14321.590459900084,0.006467124018197573,0.004311416012131716,0.0069189426827596,0.032774531448677036
2,2,2,1,14321.590459900084,0.006467124018197573,0.004311416012131716,0.0069189426827596,0.032774531448677036
3,3,3,1,14321.590459900084,0.006467124018197573,0.004311416012131716,0.0069189426827596,0.032774531448677036
4,4,4,4,6265.734397504754,0.0022966294482844873,0.0015310862988563247,0.02067821791461902,0.020014025506284304
5,5,5,4,6265.734397504754,0.0022966294482844873,0.0015310862988563247,0.02067821791461902,0.020014025506284304
6,6,6,6,5122.942896790624,0.001898769115369181,0.0012658460769127875,0.0031597134486205454,0.015727594603977192
7,7,7,6,5122.942896790624,0.001898769115369181,0.0012658460769127875,0.0031597134486205454,0.015727594603977192
8,8,8,8,3341.0580631363036,0.0018892012174519246,0.0012594674783012834,0.0029222792464581033,0.0097204944335383
9,9,9,8,3341.0580631363036,0.0018892012174519246,0.0012594674783012834,0.0029222792464581033,0.0097204944335383
10,10,10,10,2540.1642497639778,0.0014575302331622242,0.0009716868221081495,0.002574256058082171,0.00575295600335181
11,11,11,10,2652.675342816495,0.0014575302331622242,0.0009716868221081495,0.002574256058082171,0.00575295600335181
12,12,12,12,2232.808389282981,0.0010388546315234226,0.0006925697543489483,0.002158227978630058,0.004576510681230865
13,13,13,12,2232.808389282981,0.0010388546315234226,0.0006925697543489483,0.002158227978630058,0.004576510681230865
14,14,14,12,2232.808389282981,0.0010388546315234226,0.0006925697543489483,0.002158227978630058,0.004576510681230865
15,15,15,15,1099.8458067435151,0.0002867130834179332,0.0001911420556119555,0.0023821062980720806,0.0018691091830393425
16,16,16,15,1203.902349219764,0.0002867130834179332,0.0001911420556119555,0.0023821062980720806,0.0018691091830393425
17,17,17,15,1203.902349219764,0.0002867130834179332,0.0001911420556119555,0.0023821062980720806,0.0018691091830393425
18,18,18,18,1130.3987640337964,0.00023497371360345354,0.00015664914240230238,0.0019168249514164362,0.0017077638007312497
19,19,19,18,1130.3987640337964,0.00023497371360345354,0.00015664914240230238,0.0019168249514164362,0.0017077638007312497
20,20,20,20,1046.1934921340949,0.00020541245213595571,0.0001369416347573038,0.001971662826676974,0.001597551861127964
21,21,21,20,1045.5955298947085,0.00020541245213595571,0.0001369416347573038,0.001971662826676974,0.001597551861127964
22,22,22,20,1045.5955298947085,0.00020541245213595571,0.0001369416347573038,0.001971662826676974,0.001597551861127964
23,23,23,23,1001.3684094553196,0.000183206925486179,0.00012213795032411934,0.001697951431536472,0.0015108340836257842
24,24,24,23,1001.3684094553196,0.000183206925486179,0.00012213795032411934,0.001697951431536472,0.0015108340836257842
25,25,25,23,1001.3684094553196,0.000183206925486179,0.00012213795032411934,0.001697951431536472,0.0015108340836257842
26,26,26,26,985.5142148783618,0.00016164153753633892,0.00010776102502422594,0.0017482203161163518,0.0015406380429135629
27,27,27,26,985.5142148783618,0.00016164153753633892,0.00010776102502422594,0.0017482203161163518,0.0015406380429135629
28,28,28,26,985.5142148783618,0.00016164153753633892,0.00010776102502422594,0.0017482203161163518,0.0015406380429135629
29,29,29,29,982.8875388826198,0.0001642605342985215,0.000109507022865681,0.0017426094957863649,0.0015464306361213428
30,30,30,29,982.8875388826198,0.0001642605342985215,0.000109507022865681,0.0017426094957863649,0.0015464306361213428
31,31,31,31,985.429415357082,0.0001465804262180681,9.772028414537874e-05,0.0017564006714478409,0.0013906826632363515
32,32,32,31,985.429415357082,0.0001465804262180681,9.772028414537874e-05,0.0017564006714478409,0.0013906826632363515
33,33,33,33,984.8248036767325,0.00013627730864784748,9.085153909856498e-05,0.0017217624669083494,0.00137218743474722
34,34,34,33,984.8248036767325,0.00013627730864784748,9.085153909856498e-05,0.0017217624669083494,0.00137218743474722
35,35,35,33,984.8248036767325,0.00013627730864784748,9.085153909856498e-05,0.0017217624669083494,0.00137218743474722
36,36,36,36,980.787287137881,0.00012957536776025957,8.638357850683971e-05,0.001642954413128371,0.0013450753176784936
37,37,37,36,980.787287137881,0.00012957536776025957,8.638357850683971e-05,0.001642954413128371,0.0013450753176784936
38,38,38,38,980.6917717741114,0.00013790043184250256,9.193362122833504e-05,0.001656703157438841,0.001357367790175526
39,39,39,38,980.6917717741114,0.00013790043184250256,9.193362122833504e-05,0.001656703157438841,0.001357367790175526
40,40,40,40,980.6459205547226,0.00014466447089470091,9.644298059646728e-05,0.0016508776968129722,0.0013730246063931647
41,41,41,40,984.3515147711059,0.00014466447089470091,9.644298059646728e-05,0.0016508776968129722,0.0013730246063931647
42,42,42,42,983.9969932814947,0.00014517240995440273,9.678160663626847e-05,0.0018343218100155753,0.0014094049751586213
43,43,43,42,983.9969932814947,0.00014517240995440273,9.678160663626847e-05,0.0018343218100155753,0.0014094049751586213
44,44,44,42,983.9969932814947,0.00014517240995440273,9.678160663626847e-05,0.0018343218100155753,0.0014094049751586213
45,45,45,45,983.8906967106664,0.0001477026771141421,9.846845140942806e-05,0.0018526376440753404,0.0014161562444775842
46,46,46,46,982.2124403154513,0.00013163987631298335,8.775991754198889e-05,0.0018097979567035683,0.0013539100264781856
47,47,47,46,982.2124403154513,0.00013163987631298335,8.775991754198889e-05,0.0018097979567035683,0.0013539100264781856
48,48,48,48,982.0853224766428,0.00012565564110192384,8.377042740128257e-05,0.0017922878815105367,0.0013318502436972086
49,49,49,48,982.0853224766428,0.00012565564110192384,8.377042740128257e-05,0.0017922878815105367,0.0013318502436972086
50,50,50,50,982.0463136495733,0.00012718258841779018,8.478839227852678e-05,0.0018184497683755676,0.00134544994178656
51,51,51,50,987.2956915245135,0.00012718258841779018,8.478839227852678e-05,0.0018184497683755676,0.00134544994178656
52,52,52,52,986.6405274822148,0.00015147219768527065,0.00010098146512351376,0.001876806716410287,0.0014605966462518116
53,53,53,52,986.6405274822148,0.00015147219768527065,0.00010098146512351376,0.001876806716410287,0.0014605966462518116
54,54,54,52,986.6405274822148,0.00015147219768527065,0.00010098146512351376,0.001876806716410287,0.0014605966462518116
55,55,55,55,986.504387236678,0.00015843992931707795,0.00010562661954471864,0.00189289659702155,0.0014745677840822596
56,56,56,56,981.8350335868158,0.00020095206891707074,0.00013396804594471382,0.0017415483969188867,0.0015374388805438639
57,57,57,56,981.8350335868158,0.00020095206891707074,0.00013396804594471382,0.0017415483969188867,0.0015374388805438639
58,58,58,58,981.5563867742097,0.00027142648092712274,0.0001809509872847485,0.0017744156169627486,0.0015772979179814706
59,59,59,58,981.5563867742097,0.00027142648092712274,0.0001809509872847485,0.0017744156169627486,0.0015772979179814706
60,60,60,58,981.5563867742097,0.00027142648092712274,0.0001809509872847485,0.0017744156169627486,0.0015772979179814706
61,61,61,61,981.5989957797105,0.00023487371142888458,0.00015658247428592303,0.0018881873720291039,0.001564308146998039
62,62,62,61,981.5989957797105,0.00023487371142888458,0.00015658247428592303,0.0018881873720291039,0.001564308146998039
63,63,63,63,981.5597296372159,0.00022627764401431105,0.00015085176267620737,0.0018908328902074497,0.0015595427582406295
64,64,64,63,981.5597296372159,0.00022627764401431105,0.00015085176267620737,0.0018908328902074497,0.0015595427582406295
65,65,65,65,981.5435025825603,0.00024145731404279225,0.00016097154269519481,0.0018925093264205812,0.0015679718663162093
66,66,66,66,981.5082487863531,0.0001923735321618103,0.00012824902144120687,0.002014362471357202,0.0015215954345374684
67,67,67,66,981.5082487863531,0.0001923735321618103,0.00012824902144120687,0.002014362471357202,0.0015215954345374684
68,68,68,68,981.3026909412042,0.00017014054584157945,0.00011342703056105297,0.0020115005972158773,0.0014678697036451492
69,69,69,68,981.3026909412042,0.00017014054584157945,0.00011342703056105297,0.0020115005972158773,0.0014678697036451492
70,70,70,68,981.3026909412042,0.00017014054584157945,0.00011342703056105297,0.0020115005972158773,0.0014678697036451492
71,71,71,71,981.0786842874114,0.00016993380025631666,0.00011328920017087778,0.00200224520011652,0.0014398170187013915
72,72,72,71,981.0786842874114,0.00016993380025631666,0.00011328920017087778,0.00200224520011652,0.0014398170187013915
73,73,73,73,980.9834077526564,0.00016882174283966433,0.00011254782855977623,0.002015091682699562,0.001441815298278232
74,74,74,73,980.9834077526564,0.00016882174283966433,0.00011254782855977623,0.002015091682699562,0.001441815298278232
75,75,75,75,980.933506491476,0.00016699378121598496,0.0001113291874773233,0.002011623565233926,0.0014451878195412184
76,76,76,76,984.4800167825158,0.0001496980070298526,9.979867135323506e-05,0.002047431539873771,0.001456223660843191
77,77,77,76,984.4800167825158,0.0001496980070298526,9.979867135323506e-05,0.002047431539873771,0.001456223660843191
78,78,78,78,984.2760611374691,0.00013518978987411834,9.012652658274556e-05,0.00201922368369806,0.0014433898316747458
79,79,79,78,984.2760611374691,0.00013518978987411834,9.012652658274556e-05,0.00201922368369806,0.0014433898316747458
80,80,80,78,984.2760611374691,0.00013518978987411834,9.012652658274556e-05,0.00201922368369806,0.0014433898316747458
81,81,81,81,986.4680012310199,0.00013025861871182598,8.683907914121732e-05,0.0018770754830402068,0.0014384503119684198
82,82,82,82,986.4567770637151,0.00011940291614664922,7.960194409776614e-05,0.0018609089208673577,0.0014253260322826691
83,83,83,83,986.1506723008,0.00011466809956156565,7.644539970771043e-05,0.001857034279619866,0.0014121716411742138
84,84,84,83,986.1506723008,0.00011466809956156565,7.644539970771043e-05,0.001857034279619866,0.0014121716411742138
85,85,85,85,986.143468608545,0.00011256149123672898,7.504099415781931e-05,0.0018685446342729514,0.0014079396751099879
86,86,86,86,985.6250582494305,0.00011155996147285685,7.437330764857122e-05,0.0016704039226921972,0.001285074807621632
87,87,87,86,985.6250582494305,0.00011155996147285685,7.437330764857122e-05,0.0016704039226921972,0.001285074807621632
88,88,88,88,985.5704824374557,0.0001095310079212708,7.302067194751385e-05,0.0016424465443192822,0.0012744902045807088
89,89,89,88,985.5704824374557,0.0001095310079212708,7.302067194751385e-05,0.0016424465443192822,0.0012744902045807088
90,90,90,90,985.5577543503703,0.00010834799007997109,7.223199338664739e-05,0.0016457090054322295,0.0012660228635465514
91,91,91,91,984.2376844769444,0.00010112545725293742,6.741697150195829e-05,0.0015534527633976735,0.0012043572017185799
92,92,92,91,984.2376844769444,0.00010112545725293742,6.741697150195829e-05,0.0015534527633976735,0.0012043572017185799
93,93,93,93,984.1907472467991,9.822072414564231e-05,6.548048276376153e-05,0.0015030997623514104,0.0011980867176014888
94,94,94,93,984.1907472467991,9.822072414564231e-05,6.548048276376153e-05,0.0015030997623514104,0.0011980867176014888
95,95,95,95,984.1554599776966,9.80597257282112e-05,6.537315048547414e-05,0.0014876352369913935,0.0011983255548782064
96,96,96,96,984.9299914580834,0.00010434208401821632,6.956138934547754e-05,0.0013823107813494522,0.001224512325595675
97,97,97,96,984.9299914580834,0.00010434208401821632,6.956138934547754e-05,0.0013823107813494522,0.001224512325595675
98,98,98,98,984.7632875871989,0.00010358244084024415,6.905496056016278e-05,0.001328513091570227,0.0012225079256252096
99,99,99,98,984.7632875871989,0.00010358244084024415,6.905496056016278e-05,0.001328513091570227,0.0012225079256252096
100,100,100,98,984.7632875871989,0.00010358244084024415,6.905496056016278e-05,0.001328513091570227,0.0012225079256252096
101,101,101,101,985.6250564559763,0.00010212976054257972,6.808650702838648e-05,0.001226749798098419,0.0012213500371850905
102,102,102,101,985.6250564559763,0.00010212976054257972,6.808650702838648e-05,0.001226749798098419,0.0012213500371850905
103,103,103,103,985.5353781970061,0.00010273168837116042,6.848779224744028e-05,0.0012450809680758046,0.0012365654180151566
104,104,104,103,985.5353781970061,0.00010273168837116042,6.848779224744028e-05,0.0012450809680758046,0.0012365654180151566
105,105,105,105,985.4584164691921,0.00010232157423312183,6.821438282208121e-05,0.001256645436957324,0.0012433122845801772
106,106,106,106,986.5353801343861,0.0001066318437424052,7.108789582827013e-05,0.0012743189536177986,0.0012805343620518155
107,107,107,106,986.5353801343861,0.0001066318437424052,7.108789582827013e-05,0.0012743189536177986,0.0012805343620518155
108,108,108,108,986.3412711238406,0.00010713774317455682,7.142516211637122e-05,0.00124918839194252,0.0012823687325190282
109,109,109,108,986.3412711238406,0.00010713774317455682,7.142516211637122e-05,0.00124918839194252,0.0012823687325190282
110,110,110,108,986.3412711238406,0.00010713774317455682,7.142516211637122e-05,0.00124918839194252,0.0012823687325190282
111,111,111,111,986.533759623026,9.723270850994781e-05,6.482180567329854e-05,0.0014774846316367041,0.0012715428514805463
112,112,112,111,986.533759623026,9.723270850994781e-05,6.482180567329854e-05,0.0014774846316367041,0.0012715428514805463
113,113,113,113,986.3969633283555,9.235763914930417e-05,6.157175943286945e-05,0.0014858232124489818,0.0012530253927861598
114,114,114,113,986.3969633283555,9.235763914930417e-05,6.157175943286945e-05,0.0014858232124489818,0.0012530253927861598
115,115,115,113,986.3969633283555,9.235763914930417e-05,6.157175943286945e-05,0.0014858232124489818,0.0012530253927861598
116,116,116,116,986.8176915320179,9.021062514050215e-05,6.014041676033477e-05,0.0016188171187742567,0.0012084450598486742
117,117,117,117,986.6623888854333,8.460248006755822e-05,5.640165337837215e-05,0.0015958839801978027,0.0011883059969180778
118,118,118,117,986.6623888854333,8.460248006755822e-05,5.640165337837215e-05,0.0015958839801978027,0.0011883059969180778
119,119,119,119,986.4288717274123,7.830577504647218e-05,5.2203850030981456e-05,0.0015786326163089962,0.0011654491718971049
120,120,120,119,986.4288717274123,7.830577504647218e-05,5.2203850030981456e-05,0.0015786326163089962,0.0011654491718971049
121,121,121,121,985.6093247900653,7.709069052630468e-05,5.139379368420312e-05,0.0015686563496164218,0.0011672513365418445
122,122,122,121,985.6093247900653,7.709069052630468e-05,5.139379368420312e-05,0.0015686563496164218,0.0011672513365418445
123,123,123,123,985.379857888487,7.406774755236434e-05,4.937849836824289e-05,0.0015784237686960242,0.001156411886306434
124,124,124,123,985.379857888487,7.406774755236434e-05,4.937849836824289e-05,0.0015784237686960242,0.001156411886306434
125,125,125,123,985.379857888487,7.406774755236434e-05,4.937849836824289e-05,0.0015784237686960242,0.001156411886306434
126,126,126,126,985.2388100285136,7.245183879356354e-05,4.8301225862375695e-05,0.0016609336550395943,0.0010718943995923116
127,127,127,127,984.8736369603569,6.899872781607197e-05,4.5999151877381315e-05,0.0016904603187150884,0.0010502414134702961
128,128,128,128,984.8379583231786,6.551408852292773e-05,4.367605901528515e-05,0.0016717051493000158,0.001033132224727337
129,129,129,128,984.8379583231786,6.551408852292773e-05,4.367605901528515e-05,0.0016717051493000158,0.001033132224727337
130,130,130,130,984.676697061604,6.29290867438792e-05,4.195272449591947e-05,0.0016499147440814804,0.0010262846840482776
131,131,131,130,985.9752313991974,6.29290867438792e-05,4.195272449591947e-05,0.0016499147440814804,0.0010262846840482776
132,132,132,132,985.9542873180512,6.008273719843027e-05,4.005515813228685e-05,0.0014004084630491007,0.0010190299337288643
133,133,133,133,985.490272397744,5.912383021830503e-05,3.941588681220335e-05,0.0014138025154956048,0.0010173582232827754
134,134,134,133,985.490272397744,5.912383021830503e-05,3.941588681220335e-05,0.0014138025154956048,0.0010173582232827754
135,135,135,133,985.490272397744,5.912383021830503e-05,3.941588681220335e-05,0.0014138025154956048,0.0010173582232827754
136,136,136,136,986.1600958027561,5.646576559895089e-05,3.764384373263392e-05,0.0018528793459538931,0.0010016674041172437
137,137,137,137,985.4002302635673,5.327794713647083e-05,3.5518631424313885e-05,0.0019224919384315264,0.0009813924259792382
138,138,138,138,984.9305553322645,4.834009532792005e-05,3.222673021861337e-05,0.0018643186732748816,0.0009607407565477976
139,139,139,138,984.9305553322645,4.834009532792005e-05,3.222673021861337e-05,0.0018643186732748816,0.0009607407565477976
140,140,140,140,984.8064863538617,4.510300225485375e-05,3.00686681699025e-05,0.0018150352579382658,0.0009419287137155019
141,141,141,140,984.6302642947833,4.510300225485375e-05,3.00686681699025e-05,0.0018150352579382658,0.0009419287137155019
142,142,142,142,984.181901210712,4.2696034832062635e-05,2.846402322137509e-05,0.0019272666345422707,0.0009379488502246661
143,143,143,142,984.181901210712,4.2696034832062635e-05,2.846402322137509e-05,0.0019272666345422707,0.0009379488502246661
144,144,144,142,984.181901210712,4.2696034832062635e-05,2.846402322137509e-05,0.0019272666345422707,0.0009379488502246661
145,145,145,145,983.8458139619202,4.158749039445686e-05,2.7724993596304575e-05,0.0019184761866656898,0.0009296464176898642
146,146,146,145,984.0746033987755,4.158749039445686e-05,2.7724993596304575e-05,0.0019184761866656898,0.0009296464176898642
147,147,147,147,983.9505897636498,4.0128462910238305e-05,2.6752308606825537e-05,0.0019162365880443031,0.0009137197931207023
148,148,148,147,983.9505897636498,4.0128462910238305e-05,2.6752308606825537e-05,0.0019162365880443031,0.0009137197931207023
149,149,149,149,983.8204661178341,3.882135148136623e-05,2.5880900987577483e-05,0.0019004597127162445,0.0009052269200701875
150,150,150,149,983.8204661178341,3.882135148136623e-05,2.5880900987577483e-05,0.0019004597127162445,0.0009052269200701875
151,151,151,151,986.5471965438912,3.4182443049479705e-05,2.27882953663198e-05,0.0018724053222308678,0.0009230671048758056
152,152,152,151,986.5471965438912,3.4182443049479705e-05,2.27882953663198e-05,0.0018724053222308678,0.0009230671048758056
153,153,153,153,986.403257880143,3.178944796031202e-05,2.1192965306874683e-05,0.001876123000615097,0.0009071667092358367
154,154,154,153,986.403257880143,3.178944796031202e-05,2.1192965306874683e-05,0.001876123000615097,0.0009071667092358367
155,155,155,153,986.403257880143,3.178944796031202e-05,2.1192965306874683e-05,0.001876123000615097,0.0009071667092358367
