seed,arm,infidelity,diamond,spam,accounted_revealed_shots,revealed_circuits,total_circuits,objective,flag,seconds,error
103,fixed_fpr,1.197955219411906e-05,0.0006348314500993,0.0017893110878209,3164000,791,1918,poisson_logl,0.17584521835542322,4080.7,
103,fixed_no_fpr,1.931803751195616e-05,0.000690353167623,0.0014002887846003,3162782,1918,1918,poisson_logl,3.9813764086408754,3155.5,
103,lm,1.2070392572893772e-05,0.0006369385975543,0.0008486375787847,3164700,1918,1918,chi2_ladder_then_mle,LM,157.5,
103,lm_mle,1.224775854011262e-05,0.0006415341895416,0.0008441807215377,3164700,1918,1918,pure_mle,LM_MLE,183.5,
103,adaptive_D_nofpr_f010,1.2348199297101958e-05,0.0005148598546221,0.0017405527602423,3164000,1918,1918,poisson_logl,3.3777554582911207,2144.9,
103,adaptive_D_nofpr_f020,5.019633502190146e-06,0.000285689435977,0.001458106784523,3164000,1918,1918,poisson_logl,10.800702397416616,2328.2,
103,adaptive_D_nofpr_f030,6.08617510589049e-06,0.0003530943442857,0.0006904056983924,3164000,1918,1918,poisson_logl,0.4023049716948579,2243.3,
103,adaptive_D_nofpr_f040,1.8757756620468853e-06,0.0003914236715002,0.0010212939719937,3164000,1918,1918,poisson_logl,14.430954605450118,1741.2,
103,adaptive_D_nofpr_f050,1.283267165408386e-05,0.0005540098991888,0.0015017752007182,3164000,1918,1918,poisson_logl,1.7935477225146208,1790.8,
103,adaptive_D_nofpr_f060,6.583621910305482e-06,0.0004466753060028,0.0015901122203109,3164000,1918,1918,poisson_logl,5.243957192216296,1712.6,
103,adaptive_D_nofpr_f070,7.440345957010486e-06,0.0004558236684375,0.0013937039719851,3164000,1918,1918,poisson_logl,2.927998421666824,1786.7,
103,adaptive_D_nofpr_f080,2.2170677138222405e-05,0.0006021994061974,0.0011934855065118,3164000,1918,1918,poisson_logl,7.659456076152034,1817.9,
