reference,gate,entanglement_infidelity,average_gate_infidelity,diamond_distance
truth,[],3.1487117858830516e-05,2.099141190588701e-05,0.00039426117726542285
truth,Gxpi2:0,0.0003088772738897294,0.00020591818259315295,0.002440171600556077
truth,Gypi2:0,0.0004818845240430747,0.0003212563493620498,0.0028965056893376258
truth,Gzpi2:0,0.00013531743436523413,9.02116229101561e-05,0.0022265619035287333
ideal,[],3.148711785894154e-05,2.0991411905961026e-05,0.0003941545666191917
ideal,Gxpi2:0,0.004785725095135418,0.0031904833967569455,0.015413560056306098
ideal,Gypi2:0,0.006282134350326207,0.0041880895668841385,0.01885970710802363
ideal,Gzpi2:0,0.004406805454695961,0.002937870303130641,0.026305052712593324
