iteration,nf,previous_rho,trust_region_delta,adaptive_schedule,requested_budget,scheduled_budget,shots_added,active_circuits,revealed_union_circuits,accounted_revealed_shots,total_shot_budget,remaining_shot_budget,shot_budget_exhausted,physical_precomputed_shots
0,0,,0.1,lazy_delta_inverse_square,0,0,0,168,168,58800,421000,362200,False,671300
1,1,25.715125129776293,0.2,lazy_delta_inverse_square,0,0,0,347,347,121450,421000,299550,False,671300
2,2,-0.34605126686832766,0.1,lazy_delta_inverse_square,0,0,0,347,347,121450,421000,299550,False,671300
3,3,0.5933051871206172,0.2,lazy_delta_inverse_square,0,0,0,434,434,151900,421000,269100,False,671300
4,4,-0.9677678478493554,0.1,lazy_delta_inverse_square,0,0,0,434,434,151900,421000,269100,False,671300
5,5,0.17245063144852502,0.2,lazy_delta_inverse_square,10000,10000,10000,536,536,197600,421000,223400,False,681300
6,6,-1.5809468622032614,0.1,lazy_delta_inverse_square,0,0,0,536,536,197600,421000,223400,False,681300
7,7,-0.2839647026340258,0.05,lazy_delta_inverse_square,0,0,0,536,536,197600,421000,223400,False,681300
8,8,0.5240556963886199,0.1,lazy_delta_inverse_square,0,0,0,622,622,227700,421000,193300,False,681300
9,9,-0.8913109873059545,0.05,lazy_delta_inverse_square,0,0,0,622,622,227700,421000,193300,False,681300
10,10,0.517087368125218,0.1,lazy_delta_inverse_square,10000,10000,10000,662,662,251700,421000,169300,False,691300
11,11,-1.3171480385767904,0.05,lazy_delta_inverse_square,0,0,0,662,662,251700,421000,169300,False,691300
12,12,0.1096259893154262,0.1,lazy_delta_inverse_square,0,0,0,704,704,266400,421000,154600,False,691300
13,13,-0.9093351005776268,0.05,lazy_delta_inverse_square,0,0,0,704,704,266400,421000,154600,False,691300
14,14,0.1233186107206036,0.1,lazy_delta_inverse_square,0,0,0,732,732,276200,421000,144800,False,691300
15,15,-1.0189950043634257,0.05,lazy_delta_inverse_square,10000,10000,10000,732,732,286200,421000,134800,False,701300
16,16,0.20227959943909177,0.1,lazy_delta_inverse_square,0,0,0,748,748,291800,421000,129200,False,701300
17,17,-0.7345319665473304,0.05,lazy_delta_inverse_square,0,0,0,748,748,291800,421000,129200,False,701300
18,18,0.21258170672583832,0.1,lazy_delta_inverse_square,0,0,0,774,774,300900,421000,120100,False,701300
19,19,-0.6081962671355448,0.05,lazy_delta_inverse_square,0,0,0,774,774,300900,421000,120100,False,701300
20,20,0.2314870244246378,0.1,lazy_delta_inverse_square,10000,10000,10000,788,788,315800,421000,105200,False,711300
21,21,0.44346620833112266,0.2,lazy_delta_inverse_square,0,0,0,815,815,325250,421000,95750,False,711300
22,22,-2.5616697506011135,0.1,lazy_delta_inverse_square,0,0,0,815,815,325250,421000,95750,False,711300
23,23,-1.792861199165504,0.05,lazy_delta_inverse_square,0,0,0,815,815,325250,421000,95750,False,711300
24,24,-1.0145713061591644,0.025,lazy_delta_inverse_square,0,0,0,815,815,325250,421000,95750,False,711300
25,25,0.6475616238247215,0.05,lazy_delta_inverse_square,10000,10000,10000,823,823,338050,421000,82950,False,721300
26,26,-1.3463368444371173,0.025,lazy_delta_inverse_square,0,0,0,823,823,338050,421000,82950,False,721300
27,27,-0.21338916613803557,0.0125,lazy_delta_inverse_square,0,0,0,823,823,338050,421000,82950,False,721300
28,28,0.5790391465111248,0.025,lazy_delta_inverse_square,0,0,0,850,850,347500,421000,73500,False,721300
29,29,0.029357369546436623,0.0125,lazy_delta_inverse_square,0,0,0,855,855,349250,421000,71750,False,721300
30,30,0.8037394749154879,0.025,lazy_delta_inverse_square,10000,10000,10000,860,860,361000,421000,60000,False,731300
31,31,-0.5447995758361422,0.0125,lazy_delta_inverse_square,0,0,0,860,860,361000,421000,60000,False,731300
32,32,0.661042966201543,0.025,lazy_delta_inverse_square,0,0,0,870,870,364500,421000,56500,False,731300
33,33,0.22129098505962705,0.05,lazy_delta_inverse_square,0,0,0,880,880,368000,421000,53000,False,731300
