reference,gate,entanglement_infidelity,average_gate_infidelity,diamond_distance
truth,[],2.2768146546781054e-05,1.5178764364520703e-05,0.00043087161058141105
truth,Gxpi2:0,0.0007085143449503395,0.00047234289663355966,0.002788496841880959
truth,Gypi2:0,0.0002939801206899295,0.00019598674712661968,0.0023260395698392173
truth,Gzpi2:0,0.0005249618707485748,0.0003499745804990499,0.002545532347918068
ideal,[],2.2768146546781054e-05,1.5178764364520703e-05,0.0004308247674216422
ideal,Gxpi2:0,0.004637505636155614,0.003091670424103743,0.016126012908387777
ideal,Gypi2:0,0.006598383866699198,0.004398922577799465,0.019147635648543642
ideal,Gzpi2:0,0.004388911882666324,0.002925941255110883,0.026414704922375742
