stage,max_length,mean_gate_entanglement_infidelity_to_truth,mean_spam_vector_l2_error_to_truth,mean_gate_diamond_distance_to_truth
0,1,0.0015670110432952633,0.011548665494536153,0.016163831832941015
1,2,0.0013425813603297199,0.005917529620126764,0.009905295278041534
2,4,0.00065907268990964,0.002783530823909717,0.005521527759321468
3,8,0.000678620166112337,0.002849349627529385,0.0037785925260553914
4,16,0.0006213041314881984,0.0024003631409298984,0.0032376204150911855
5,32,0.0001814150003482673,0.0016588735373728204,0.001607647142688504
6,64,4.58862017548578e-05,0.0013161522982553361,0.0008563067112276274
