seed,arm,infidelity,diamond,spam,accounted_revealed_shots,revealed_circuits,total_circuits,objective,flag,seconds,error
106,fixed_fpr,0.000462839120921,0.003423864570933,0.0075581262260704,130500,870,1918,poisson_logl,0.9335292262893303,1251.6,
106,fixed_no_fpr,0.0001753975916742,0.0030503804559778,0.006799624411799,130424,1918,1918,poisson_logl,0.2793043118250632,989.3,
106,lm,0.0001951881914134,0.0030220811243679,0.006801863430528,130424,1918,1918,chi2_ladder_then_mle,LM,10.5,
106,lm_mle,0.0001874185232738,0.0030456878164075,0.006806609914744,130424,1918,1918,pure_mle,LM_MLE,12.2,
106,adaptive_D_nofpr_f005,0.0002490444817897,0.001982000278464,0.0058747780478686,130500,1918,1918,poisson_logl,11.623392623679354,1511.9,
106,adaptive_D_nofpr_f010,0.0002786519379672,0.0018302526898156,0.0078618081518488,130500,1918,1918,poisson_logl,0.0583285667667256,4122.1,
106,adaptive_D_nofpr_f020,0.0002076514883915,0.0019478515521251,0.0052099972013912,130500,1918,1918,poisson_logl,1.7687969476540484,1442.2,
106,adaptive_D_nofpr_f030,4.818497953293366e-05,0.0012312226241585,0.0048290335846241,130500,1918,1918,poisson_logl,1.523536287773442,1180.3,
106,adaptive_D_nofpr_f040,0.0001710184868353,0.0017898756340945,0.0046973222626226,130500,1918,1918,poisson_logl,6.143798733797146,2507.0,
106,adaptive_D_nofpr_f050,0.0004747553641012,0.0025926382581655,0.0059235869607201,130500,1918,1918,poisson_logl,3.7067761554846856,1080.5,
106,adaptive_D_nofpr_f060,0.0001732724818332,0.0026004961239123,0.0060801178617249,130500,1918,1918,poisson_logl,15.03143523929553,1091.8,
106,adaptive_D_nofpr_f070,0.0002795554658799,0.0030460429455586,0.0027759968437798,130500,1918,1918,poisson_logl,1.2695951666673475,2255.8,
