reference,gate,entanglement_infidelity,average_gate_infidelity,diamond_distance
truth,[],3.240213797028879e-05,2.1601425313525862e-05,0.0002944120277773817
truth,Gxpi2:0,7.122365676215381e-05,4.7482437841435875e-05,0.0023875967232738645
truth,Gypi2:0,7.546717376671896e-05,5.031144917781264e-05,0.0019455610274171401
truth,Gzpi2:0,0.00028794930478670544,0.00019196620319113697,0.0034439219744355183
